Transaction_Text,Amount,Debit_Account,Credit_Account,Transaction_Type
Supplier invoice paid,144052,Accounts Payable,Bank,Vendor Payment
Vendor payment made,349390,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,294416,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,394822,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,495175,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,293488,Accounts Payable,Bank,Vendor Payment
Vendor payment made,392667,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,420330,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,418947,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,432128,Accounts Payable,Bank,Vendor Payment
Vendor payment made,88449,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,335940,Accounts Payable,Bank,Vendor Payment
Vendor payment made,427081,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,166936,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,169123,Accounts Payable,Bank,Vendor Payment
Vendor payment made,219117,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,355961,Accounts Payable,Bank,Vendor Payment
Vendor payment made,377263,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,93316,Accounts Payable,Bank,Vendor Payment
Vendor payment made,86549,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,87954,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,253205,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,37140,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,386101,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,52688,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,454924,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,67799,Accounts Payable,Bank,Vendor Payment
Vendor payment made,370336,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,138677,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,19411,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,286592,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,260311,Accounts Payable,Bank,Vendor Payment
Vendor payment made,341714,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,187715,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,238987,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,334258,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,343574,Accounts Payable,Bank,Vendor Payment
Vendor payment made,50581,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,77472,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,195210,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,470880,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,228770,Accounts Payable,Bank,Vendor Payment
Vendor payment made,40069,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,456233,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,146714,Accounts Payable,Bank,Vendor Payment
Vendor payment made,282215,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,491112,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,327971,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,72107,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,187473,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,246602,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,44972,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,77380,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,186434,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,358927,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,100877,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,460151,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,181989,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,401833,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,210082,Accounts Payable,Bank,Vendor Payment
Vendor payment made,486292,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,84594,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,270219,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,440731,Accounts Payable,Bank,Vendor Payment
Vendor payment made,209261,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,485357,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,309504,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,134681,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,383663,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,2044,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,366632,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,415358,Accounts Payable,Bank,Vendor Payment
Vendor payment made,263822,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,383997,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,80368,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,39283,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,201472,Accounts Payable,Bank,Vendor Payment
Vendor payment made,307759,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,280692,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,155426,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,363295,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,415567,Accounts Payable,Bank,Vendor Payment
Vendor payment made,498399,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,300684,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,377862,Accounts Payable,Bank,Vendor Payment
Vendor payment made,167768,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,435957,Accounts Payable,Bank,Vendor Payment
Vendor payment made,125829,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,41449,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,153966,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,77976,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,271298,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,192825,Accounts Payable,Bank,Vendor Payment
Vendor payment made,94207,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,356106,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,460346,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,41901,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,32964,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,251709,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,58994,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,126451,Accounts Payable,Bank,Vendor Payment
Vendor payment made,240015,Accounts Payable,Bank,Vendor Payment
Vendor payment made,480559,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,287826,Accounts Payable,Bank,Vendor Payment
Vendor payment made,334922,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,81498,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,336881,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,168097,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,37703,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,76076,Accounts Payable,Bank,Vendor Payment
Vendor payment made,7007,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,279290,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,250127,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,116335,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,262244,Accounts Payable,Bank,Vendor Payment
Vendor payment made,309396,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,23622,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,294986,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,232075,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,33785,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,60696,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,2922,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,443678,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,371303,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,367934,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,144806,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,32822,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,334552,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,140476,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,146549,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,154767,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,493114,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,389290,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,249098,Accounts Payable,Bank,Vendor Payment
Vendor payment made,498439,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,82656,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,431796,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,304912,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,87365,Accounts Payable,Bank,Vendor Payment
Vendor payment made,191509,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,375044,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,32694,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,252164,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,295789,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,307187,Accounts Payable,Bank,Vendor Payment
Vendor payment made,49905,Accounts Payable,Bank,Vendor Payment
Vendor payment made,287133,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,337455,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,421714,Accounts Payable,Bank,Vendor Payment
Vendor payment made,434667,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,236130,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,91873,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,497193,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,39792,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,147805,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,174850,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,463006,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,417241,Accounts Payable,Bank,Vendor Payment
Vendor payment made,265748,Accounts Payable,Bank,Vendor Payment
Vendor payment made,275253,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,321536,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,143868,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,28264,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,480668,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,384684,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,269147,Accounts Payable,Bank,Vendor Payment
Vendor payment made,185294,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,328287,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,359600,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,53273,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,467360,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,55412,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,257761,Accounts Payable,Bank,Vendor Payment
