Invoice_Text,Category
IT support service to France Rs 141271,Export
Customer return credit note Rs 20526,Credit Note
Supplier debit adjustment Rs 44387,Debit Note
Walk-in customer invoice Rs 493587,B2C
GST liability payment Rs 152264,GST Payment
Refund received under GST Rs 159819,GST Refund
Wholesale supply to Google Rs 16963,B2B
Export GST refund Rs 5216,GST Refund
Corporate software license for XYZ Industries Rs 76054,B2B
Export software service to Canada Rs 385478,Export
Retail customer purchase bill Rs 393103,B2C
Import electronics from Germany Rs 364535,Import
GST deposited through bank Rs 227886,GST Payment
GST payment for current month Rs 30139,GST Payment
Export software service to Germany Rs 427911,Export
Legal service under reverse charge Rs 107565,Reverse Charge
GST payment challan Rs 418431,GST Payment
Debit note for transport expenses Rs 424719,Debit Note
Consumer electronics invoice Rs 151938,B2C
Export software service to USA Rs 24611,Export
GST refund received Rs 185438,GST Refund
Director remuneration Rs 325737,Reverse Charge
Director remuneration Rs 101635,Reverse Charge
Corporate software license for Tech Mahindra Rs 251094,B2B
Customer return credit note Rs 109459,Credit Note
GTA transport service Rs 221000,Reverse Charge
Healthcare exempt supply Rs 203665,Exempt Supply
Director remuneration Rs 352000,Reverse Charge
School tuition fees Rs 421669,Exempt Supply
Corporate software license for Tech Mahindra Rs 209054,B2B
Sales return credit note Rs 375651,Credit Note
Hardware purchase from Germany Rs 114375,Import
Customer return credit note Rs 35404,Credit Note
Corporate software license for Accenture Rs 133409,B2B
Export software service to China Rs 426550,Export
Credit note for cancelled order Rs 84702,Credit Note
Consumer electronics invoice Rs 207051,B2C
Hospital treatment charges Rs 128363,Exempt Supply
Director remuneration Rs 88105,Reverse Charge
GST payment for current month Rs 7851,GST Payment
Debit note for freight charges Rs 73791,Debit Note
Educational service invoice Rs 337308,Exempt Supply
Educational service invoice Rs 388050,Exempt Supply
Customer return credit note Rs 92384,Credit Note
Invoice to TCS Rs 28158,B2B
GST refund received Rs 233278,GST Refund
GST refund from department Rs 410077,GST Refund
Director remuneration Rs 431382,Reverse Charge
Import machinery from China Rs 499377,Import
GST invoice raised on Tech Mahindra Rs 72830,B2B
GTA transport service Rs 187311,Reverse Charge
GST payment for current month Rs 359369,GST Payment
Raw material imported from Canada Rs 286880,Import
Export GST refund Rs 354339,GST Refund
Cash sale invoice Rs 176100,B2C
IT support service to Canada Rs 198857,Export
GST liability payment Rs 438925,GST Payment
GST refund from department Rs 185713,GST Refund
International client invoice UK Rs 252016,Export
Cash sale invoice Rs 24543,B2C
Input GST refund Rs 219540,GST Refund
Supplier debit adjustment Rs 387702,Debit Note
Educational service invoice Rs 390462,Exempt Supply
Retail customer purchase bill Rs 439583,B2C
Retail customer purchase bill Rs 433033,B2C
Debit note for freight charges Rs 169517,Debit Note
Debit note raised for additional tax Rs 277252,Debit Note
Educational service invoice Rs 4966,Exempt Supply
Cash sale invoice Rs 296937,B2C
GST refund received Rs 222677,GST Refund
IT support service to South Korea Rs 465307,Export
School tuition fees Rs 198774,Exempt Supply
Agricultural produce sale Rs 245612,Exempt Supply
Supply of goods to Infosys Rs 396453,B2B
Mobile phone sale bill Rs 499117,B2C
GST payment challan Rs 486363,GST Payment
GST invoice raised on Wipro Rs 459930,B2B
Debit note for freight charges Rs 343333,Debit Note
Mobile phone sale bill Rs 341875,B2C
Refund received under GST Rs 337529,GST Refund
Director remuneration Rs 493987,Reverse Charge
Agricultural produce sale Rs 213008,Exempt Supply
Debit note against shortage Rs 394783,Debit Note
Retail customer purchase bill Rs 281576,B2C
Walk-in customer invoice Rs 80243,B2C
Walk-in customer invoice Rs 177390,B2C
Hospital treatment charges Rs 320382,Exempt Supply
Customer return credit note Rs 388304,Credit Note
GST deposited through bank Rs 24077,GST Payment
Agricultural produce sale Rs 217096,Exempt Supply
Hospital treatment charges Rs 113504,Exempt Supply
Input GST refund Rs 110586,GST Refund
Supply of goods to Tata Steel Rs 332401,B2B
Sales return credit note Rs 464344,Credit Note
Debit note raised for additional tax Rs 314972,Debit Note
Reverse charge professional service Rs 267474,Reverse Charge
GST liability payment Rs 373724,GST Payment
Export GST refund Rs 376174,GST Refund
Export software service to UK Rs 1145,Export
Import machinery from South Korea Rs 184552,Import
GST payment challan Rs 22090,GST Payment
Advocate service payment Rs 398172,Reverse Charge
Walk-in customer invoice Rs 22123,B2C
International client invoice Germany Rs 66518,Export
Debit note for transport expenses Rs 288487,Debit Note
Debit note against shortage Rs 145725,Debit Note
Raw material imported from UK Rs 41141,Import
Credit adjustment invoice Rs 64040,Credit Note
International client invoice USA Rs 73643,Export
Import machinery from Singapore Rs 463459,Import
Supply of goods to Reliance Rs 214880,B2B
GST refund received Rs 115650,GST Refund
Input GST refund Rs 332732,GST Refund
Cash sale invoice Rs 80735,B2C
Supply of goods to HCL Rs 284599,B2B
International client invoice Canada Rs 447496,Export
Export GST refund Rs 113043,GST Refund
Debit note for transport expenses Rs 32985,Debit Note
Customer return credit note Rs 473807,Credit Note
GTA transport service Rs 494602,Reverse Charge
Debit note raised for additional tax Rs 187489,Debit Note
Advocate service payment Rs 22174,Reverse Charge
Debit note for freight charges Rs 72142,Debit Note
Refund received under GST Rs 147036,GST Refund
Export of garments to China Rs 250225,Export
GST liability payment Rs 43645,GST Payment
IT support service to France Rs 156875,Export
Supplier debit adjustment Rs 378309,Debit Note
Import electronics from France Rs 460964,Import
Educational service invoice Rs 65411,Exempt Supply
Invoice to HCL Rs 191461,B2B
Educational service invoice Rs 278348,Exempt Supply
Raw material imported from South Korea Rs 179530,Import
Wholesale supply to XYZ Industries Rs 480935,B2B
GST payment for current month Rs 59566,GST Payment
Hospital treatment charges Rs 446167,Exempt Supply
Export software service to Australia Rs 64607,Export
Debit note against shortage Rs 375314,Debit Note
Import machinery from Canada Rs 63716,Import
Sales return credit note Rs 291996,Credit Note
Export of garments to China Rs 347419,Export
Credit note issued against damaged goods Rs 215500,Credit Note
GST refund received Rs 250565,GST Refund
GST payment challan Rs 415814,GST Payment
Healthcare exempt supply Rs 335705,Exempt Supply
Supply of goods to Wipro Rs 408955,B2B
Educational service invoice Rs 43492,Exempt Supply
Consumer electronics invoice Rs 407163,B2C
Raw material imported from Australia Rs 441483,Import
IT support service to Australia Rs 440039,Export
Import electronics from France Rs 446442,Import
Monthly GST tax payment Rs 229532,GST Payment
GST liability payment Rs 254702,GST Payment
Credit adjustment invoice Rs 453221,Credit Note
Refund received under GST Rs 193751,GST Refund
Educational service invoice Rs 89563,Exempt Supply
Credit note for cancelled order Rs 236838,Credit Note
Cash sale invoice Rs 13331,B2C
Agricultural produce sale Rs 400564,Exempt Supply
GST deposited through bank Rs 21970,GST Payment
Hospital treatment charges Rs 74208,Exempt Supply
Debit note for freight charges Rs 444234,Debit Note
Export software service to China Rs 38469,Export
Mobile phone sale bill Rs 190211,B2C
International client invoice USA Rs 209333,Export
Refund received under GST Rs 459222,GST Refund
GST refund received Rs 441703,GST Refund
Legal service under reverse charge Rs 227477,Reverse Charge
Import machinery from Germany Rs 328584,Import
GST invoice raised on Google Rs 353508,B2B
Educational service invoice Rs 112153,Exempt Supply
GST payment for current month Rs 167294,GST Payment
Debit note for freight charges Rs 103350,Debit Note
School tuition fees Rs 101467,Exempt Supply
Retail customer purchase bill Rs 301705,B2C
Debit note raised for additional tax Rs 107013,Debit Note
Debit note for freight charges Rs 92371,Debit Note
Hospital treatment charges Rs 256507,Exempt Supply
Corporate software license for XYZ Industries Rs 446849,B2B
Hardware purchase from UK Rs 397336,Import
Mobile phone sale bill Rs 329112,B2C
GST invoice raised on Google Rs 267073,B2B
School tuition fees Rs 85922,Exempt Supply
Credit note issued against damaged goods Rs 220435,Credit Note
Director remuneration Rs 437146,Reverse Charge
School tuition fees Rs 84377,Exempt Supply
GTA transport service Rs 186017,Reverse Charge
Import electronics from UK Rs 226263,Import
Invoice to Microsoft Rs 270596,B2B
International client invoice Australia Rs 483484,Export
GST refund from department Rs 87982,GST Refund
Debit note for freight charges Rs 63360,Debit Note
Wholesale supply to TCS Rs 51671,B2B
International client invoice Japan Rs 198961,Export
Corporate software license for Infosys Rs 445607,B2B
Reverse charge professional service Rs 435279,Reverse Charge
Debit note for transport expenses Rs 137894,Debit Note
GST payment for current month Rs 412512,GST Payment
GST payment for current month Rs 499881,GST Payment
Debit note for transport expenses Rs 109955,Debit Note
Hospital treatment charges Rs 309775,Exempt Supply
GST refund from department Rs 257667,GST Refund
Debit note raised for additional tax Rs 169483,Debit Note
Retail customer purchase bill Rs 390725,B2C
Debit note for transport expenses Rs 446086,Debit Note
Customer return credit note Rs 267256,Credit Note
Hospital treatment charges Rs 89106,Exempt Supply
Credit note for cancelled order Rs 437832,Credit Note
Consumer electronics invoice Rs 362246,B2C
Corporate software license for XYZ Industries Rs 497636,B2B
Reverse charge professional service Rs 73209,Reverse Charge
GST payment for current month Rs 166674,GST Payment
Debit note raised for additional tax Rs 26534,Debit Note
GST liability payment Rs 444242,GST Payment
Consulting invoice to UK Rs 231011,Export
Import electronics from Australia Rs 232584,Import
IT support service to Germany Rs 379499,Export
Hardware purchase from UK Rs 8976,Import
Consulting invoice to China Rs 118972,Export
Customer return credit note Rs 98496,Credit Note
GST payment challan Rs 397552,GST Payment
Walk-in customer invoice Rs 281874,B2C
Hardware purchase from USA Rs 418111,Import
Healthcare exempt supply Rs 239701,Exempt Supply
GST refund from department Rs 28421,GST Refund
Consumer electronics invoice Rs 266318,B2C
Director remuneration Rs 46181,Reverse Charge
GST payment challan Rs 499222,GST Payment
Healthcare exempt supply Rs 389296,Exempt Supply
Monthly GST tax payment Rs 305762,GST Payment
Debit note raised for additional tax Rs 405599,Debit Note
Advocate service payment Rs 478341,Reverse Charge
GST payment challan Rs 371177,GST Payment
Credit note issued against damaged goods Rs 397549,Credit Note
GST payment for current month Rs 14623,GST Payment
GST deposited through bank Rs 274443,GST Payment
GST liability payment Rs 129952,GST Payment
Mobile phone sale bill Rs 25802,B2C
Monthly GST tax payment Rs 204131,GST Payment
Advocate service payment Rs 393167,Reverse Charge
Supplier debit adjustment Rs 109372,Debit Note
Agricultural produce sale Rs 309815,Exempt Supply
Walk-in customer invoice Rs 315862,B2C
Supplier debit adjustment Rs 485022,Debit Note
Supply of goods to TCS Rs 315887,B2B
GST liability payment Rs 102705,GST Payment
Advocate service payment Rs 184310,Reverse Charge
Walk-in customer invoice Rs 438933,B2C
Hardware purchase from Canada Rs 74829,Import
Credit note issued against damaged goods Rs 310441,Credit Note
Credit adjustment invoice Rs 138332,Credit Note
GST refund from department Rs 486575,GST Refund
Sales return credit note Rs 15911,Credit Note
Export GST refund Rs 469342,GST Refund
Reverse charge professional service Rs 188937,Reverse Charge
Reverse charge professional service Rs 258917,Reverse Charge
Supply of goods to Infosys Rs 130313,B2B
Healthcare exempt supply Rs 198724,Exempt Supply
Industrial equipment imported from Singapore Rs 300038,Import
Consulting invoice to Australia Rs 410775,Export
Cash sale invoice Rs 433431,B2C
School tuition fees Rs 137171,Exempt Supply
Refund received under GST Rs 289044,GST Refund
GST refund from department Rs 195420,GST Refund
Educational service invoice Rs 429344,Exempt Supply
Retail customer purchase bill Rs 242095,B2C
Consulting invoice to Singapore Rs 184283,Export
Corporate software license for Google Rs 48084,B2B
GTA transport service Rs 246422,Reverse Charge
Industrial equipment imported from South Korea Rs 478944,Import
Mobile phone sale bill Rs 346709,B2C
Sales return credit note Rs 136888,Credit Note
Corporate software license for Wipro Rs 474825,B2B
Reverse charge professional service Rs 438733,Reverse Charge
GST liability payment Rs 362460,GST Payment
Supply of goods to Flipkart Rs 92606,B2B
Healthcare exempt supply Rs 152715,Exempt Supply
Supplier debit adjustment Rs 46957,Debit Note
Legal service under reverse charge Rs 35679,Reverse Charge
Educational service invoice Rs 171194,Exempt Supply
Raw material imported from China Rs 269393,Import
Raw material imported from Singapore Rs 47015,Import
Import electronics from China Rs 489446,Import
Import machinery from Canada Rs 20270,Import
Credit note for cancelled order Rs 495178,Credit Note
Wholesale supply to Flipkart Rs 195418,B2B
Credit note issued against damaged goods Rs 12414,Credit Note
GST payment challan Rs 42586,GST Payment
Healthcare exempt supply Rs 27076,Exempt Supply
Walk-in customer invoice Rs 404764,B2C
GST refund received Rs 436563,GST Refund
