Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Bank Charges,Bank Charges,58406,58406,2026-06-05,2026-06-05,REF32370,REF32370,CHQ6894,CHQ6894,Duplicate
Salary Payment,Not Available,74327,0,2026-06-07,2026-06-07,REF68758,NA,CHQ6110,NA,Missing Entry
Software Subscription,Software Subscription,98069,98061,2026-06-13,2026-06-15,REF65700,REF65700,CHQ2803,CHQ2803,Fuzzy Matched
Vendor Payment,Vendor Payment,62774,-62774,2026-06-05,2026-06-05,REF32432,REF32432,CHQ6391,CHQ6391,Reversal Entry
Software Subscription,Unknown Transaction,86112,344448,2026-06-28,2026-06-28,REF47260,REF47260,CHQ8366,CHQ8366,Suspicious
Salary Payment,Salary Payment,27195,27195,2026-06-25,2026-06-26,REF75092,REF75092,CHQ5803,CHQ5803,Fuzzy Matched
Customer Receipt,Not Available,6751,0,2026-06-04,2026-06-04,REF92762,NA,CHQ5792,NA,Missing Entry
Salary Payment,Salary Payment,51717,51719,2026-06-28,2026-07-01,REF80020,REF80020,CHQ2261,CHQ2261,Fuzzy Matched
GST Payment,GST Payment,73845,-73845,2026-06-06,2026-06-06,REF62210,REF62210,CHQ4542,CHQ4542,Reversal Entry
Software Subscription,Not Available,61685,0,2026-06-24,2026-06-24,REF57643,NA,CHQ8971,NA,Missing Entry
Salary Payment,Salary Payment,76434,76434,2026-06-21,2026-06-21,REF96936,REF96936,CHQ4256,CHQ4256,Matched
Electricity Bill,Not Available,12679,0,2026-06-06,2026-06-06,REF41717,NA,CHQ7173,NA,Missing Entry
Software Subscription,Unknown Transaction,97841,195682,2026-06-20,2026-06-20,REF49337,REF49337,CHQ6154,CHQ6154,Suspicious
Bank Charges,Bank Charges,71713,71713,2026-06-13,2026-06-13,REF93344,REF93344,CHQ9167,CHQ9167,Matched
Office Rent,Office Rent,63598,63592,2026-06-25,2026-06-27,REF90106,REF90106,CHQ4757,CHQ4757,Fuzzy Matched
Professional Fees,Unknown Transaction,80254,160508,2026-06-09,2026-06-09,REF73205,REF73205,CHQ5555,CHQ5555,Suspicious
Electricity Bill,Electricity Bill,47946,47944,2026-06-02,2026-06-04,REF15943,REF15943,CHQ9620,CHQ9620,Fuzzy Matched
GST Payment,GST Payment,91759,-91759,2026-06-27,2026-06-27,REF87600,REF87600,CHQ6459,CHQ6459,Reversal Entry
Professional Fees,Professional Fees,85445,85445,2026-06-24,2026-06-24,REF47211,REF47211,CHQ1941,CHQ1941,Matched
Vendor Payment,Not Available,53433,0,2026-06-01,2026-06-01,REF17050,NA,CHQ7127,NA,Missing Entry
Vendor Payment,Vendor Payment,28597,-28597,2026-06-02,2026-06-02,REF83353,REF83353,CHQ9638,CHQ9638,Reversal Entry
Electricity Bill,Electricity Bill,54974,54974,2026-06-12,2026-06-12,REF35768,REF35768,CHQ7991,CHQ7991,Matched
Fuel Expense,Fuel Expense,81159,81159,2026-06-13,2026-06-13,REF86067,REF86067,CHQ5080,CHQ5080,Matched
Office Rent,Unknown Transaction,34444,172220,2026-06-08,2026-06-08,REF12990,REF12990,CHQ7140,CHQ7140,Suspicious
Professional Fees,Professional Fees,44463,-44463,2026-06-02,2026-06-02,REF65382,REF65382,CHQ2761,CHQ2761,Reversal Entry
Bank Charges,Unknown Transaction,51093,102186,2026-06-06,2026-06-06,REF75230,REF75230,CHQ5846,CHQ5846,Suspicious
Professional Fees,Professional Fees,82232,82232,2026-06-22,2026-06-22,REF12056,REF12056,CHQ1725,CHQ1725,Matched
Software Subscription,Software Subscription,66687,66691,2026-06-21,2026-06-24,REF96391,REF96391,CHQ6102,CHQ6102,Fuzzy Matched
Software Subscription,Software Subscription,57354,-57354,2026-06-19,2026-06-19,REF98952,REF98952,CHQ2985,CHQ2985,Reversal Entry
Vendor Payment,Unknown Transaction,11547,57735,2026-07-01,2026-07-01,REF71665,REF71665,CHQ8594,CHQ8594,Suspicious
Fuel Expense,Fuel Expense,4935,-4935,2026-06-12,2026-06-12,REF88242,REF88242,CHQ1464,CHQ1464,Reversal Entry
Software Subscription,Software Subscription,85056,85056,2026-06-03,2026-06-03,REF77210,REF77210,CHQ6147,CHQ6147,Duplicate
Fuel Expense,Fuel Expense,42309,42309,2026-06-29,2026-06-29,REF28420,REF28420,CHQ1029,CHQ1029,Matched
Office Rent,Office Rent,31717,31713,2026-06-27,2026-06-29,REF39802,REF39802,CHQ6885,CHQ6885,Fuzzy Matched
Bank Charges,Bank Charges,36655,36649,2026-06-29,2026-07-01,REF71069,REF71069,CHQ7223,CHQ7223,Fuzzy Matched
Customer Receipt,Customer Receipt,19326,-19326,2026-06-28,2026-06-28,REF28685,REF28685,CHQ5320,CHQ5320,Reversal Entry
GST Payment,GST Payment,70733,-70733,2026-06-20,2026-06-20,REF94983,REF94983,CHQ5143,CHQ5143,Reversal Entry
Professional Fees,Unknown Transaction,35586,71172,2026-06-07,2026-06-07,REF11557,REF11557,CHQ6433,CHQ6433,Suspicious
Bank Charges,Bank Charges,5757,-5757,2026-06-12,2026-06-12,REF76581,REF76581,CHQ2760,CHQ2760,Reversal Entry
Salary Payment,Salary Payment,74002,74002,2026-06-01,2026-06-01,REF97571,REF97571,CHQ9201,CHQ9201,Matched
Bank Charges,Unknown Transaction,5907,23628,2026-06-01,2026-06-01,REF51113,REF51113,CHQ8324,CHQ8324,Suspicious
Professional Fees,Professional Fees,83706,-83706,2026-06-15,2026-06-15,REF57431,REF57431,CHQ7433,CHQ7433,Reversal Entry
Professional Fees,Professional Fees,68969,68978,2026-06-07,2026-06-10,REF26036,REF26036,CHQ4236,CHQ4236,Fuzzy Matched
GST Payment,Unknown Transaction,79682,318728,2026-06-21,2026-06-21,REF98538,REF98538,CHQ9223,CHQ9223,Suspicious
Professional Fees,Unknown Transaction,20244,80976,2026-06-04,2026-06-04,REF89237,REF89237,CHQ2624,CHQ2624,Suspicious
Bank Charges,Bank Charges,28970,-28970,2026-06-21,2026-06-21,REF86627,REF86627,CHQ3077,CHQ3077,Reversal Entry
Electricity Bill,Electricity Bill,9648,9648,2026-06-03,2026-06-03,REF16127,REF16127,CHQ8869,CHQ8869,Matched
Software Subscription,Software Subscription,37651,37655,2026-06-29,2026-07-02,REF67462,REF67462,CHQ3280,CHQ3280,Fuzzy Matched
Professional Fees,Not Available,1948,0,2026-06-09,2026-06-09,REF39011,NA,CHQ5564,NA,Missing Entry
Professional Fees,Professional Fees,36684,-36684,2026-06-08,2026-06-08,REF92334,REF92334,CHQ3985,CHQ3985,Reversal Entry
Fuel Expense,Unknown Transaction,4348,13044,2026-06-08,2026-06-08,REF15274,REF15274,CHQ8961,CHQ8961,Suspicious
GST Payment,GST Payment,37817,-37817,2026-06-02,2026-06-02,REF20980,REF20980,CHQ5340,CHQ5340,Reversal Entry
Customer Receipt,Customer Receipt,84897,84897,2026-06-20,2026-06-20,REF81178,REF81178,CHQ6194,CHQ6194,Matched
Software Subscription,Software Subscription,33222,33222,2026-07-01,2026-07-01,REF77149,REF77149,CHQ5794,CHQ5794,Matched
Professional Fees,Professional Fees,81333,81333,2026-06-09,2026-06-09,REF65469,REF65469,CHQ6143,CHQ6143,Duplicate
Customer Receipt,Customer Receipt,45253,45253,2026-06-19,2026-06-19,REF10701,REF10701,CHQ9529,CHQ9529,Duplicate
Bank Charges,Bank Charges,69442,-69442,2026-06-13,2026-06-13,REF45177,REF45177,CHQ3073,CHQ3073,Reversal Entry
Salary Payment,Unknown Transaction,11866,35598,2026-06-29,2026-06-29,REF98512,REF98512,CHQ8040,CHQ8040,Suspicious
Customer Receipt,Customer Receipt,34270,-34270,2026-06-02,2026-06-02,REF22177,REF22177,CHQ4600,CHQ4600,Reversal Entry
Vendor Payment,Unknown Transaction,79256,396280,2026-06-23,2026-06-23,REF32444,REF32444,CHQ6933,CHQ6933,Suspicious
Office Rent,Office Rent,75272,75272,2026-06-29,2026-06-29,REF92998,REF92998,CHQ7063,CHQ7063,Duplicate
Software Subscription,Software Subscription,56088,56088,2026-06-02,2026-06-02,REF22268,REF22268,CHQ2041,CHQ2041,Duplicate
Software Subscription,Software Subscription,69644,69644,2026-06-18,2026-06-18,REF66396,REF66396,CHQ2213,CHQ2213,Duplicate
Software Subscription,Software Subscription,41589,-41589,2026-06-11,2026-06-11,REF44688,REF44688,CHQ2605,CHQ2605,Reversal Entry
Salary Payment,Salary Payment,94442,94445,2026-06-06,2026-06-07,REF87472,REF87472,CHQ8605,CHQ8605,Fuzzy Matched
Bank Charges,Bank Charges,23445,23445,2026-06-01,2026-06-01,REF36184,REF36184,CHQ4913,CHQ4913,Matched
Salary Payment,Salary Payment,19603,19597,2026-06-11,2026-06-14,REF78625,REF78625,CHQ7849,CHQ7849,Fuzzy Matched
Electricity Bill,Unknown Transaction,48584,194336,2026-06-28,2026-06-28,REF52976,REF52976,CHQ2761,CHQ2761,Suspicious
Electricity Bill,Electricity Bill,76728,76728,2026-07-01,2026-07-01,REF20754,REF20754,CHQ2968,CHQ2968,Matched
Salary Payment,Not Available,44078,0,2026-06-19,2026-06-19,REF17378,NA,CHQ4198,NA,Missing Entry
Electricity Bill,Unknown Transaction,24229,121145,2026-06-16,2026-06-16,REF74525,REF74525,CHQ9716,CHQ9716,Suspicious
Bank Charges,Bank Charges,74577,74569,2026-06-14,2026-06-17,REF71963,REF71963,CHQ5603,CHQ5603,Fuzzy Matched
Fuel Expense,Fuel Expense,70672,70672,2026-06-08,2026-06-08,REF37662,REF37662,CHQ2483,CHQ2483,Duplicate
Software Subscription,Software Subscription,73570,73568,2026-06-21,2026-06-23,REF63311,REF63311,CHQ8737,CHQ8737,Fuzzy Matched
Fuel Expense,Fuel Expense,17767,-17767,2026-06-17,2026-06-17,REF36627,REF36627,CHQ8120,CHQ8120,Reversal Entry
Bank Charges,Not Available,63775,0,2026-06-26,2026-06-26,REF36085,NA,CHQ1988,NA,Missing Entry
Salary Payment,Salary Payment,58126,58133,2026-06-05,2026-06-06,REF32864,REF32864,CHQ6847,CHQ6847,Fuzzy Matched
Bank Charges,Bank Charges,1845,1845,2026-06-07,2026-06-07,REF40779,REF40779,CHQ3999,CHQ3999,Matched
Salary Payment,Not Available,98913,0,2026-06-19,2026-06-19,REF94520,NA,CHQ2426,NA,Missing Entry
Office Rent,Unknown Transaction,53508,267540,2026-06-02,2026-06-02,REF28433,REF28433,CHQ3265,CHQ3265,Suspicious
Office Rent,Office Rent,61617,61617,2026-06-03,2026-06-06,REF84445,REF84445,CHQ1094,CHQ1094,Fuzzy Matched
Professional Fees,Professional Fees,23613,23616,2026-06-05,2026-06-06,REF19481,REF19481,CHQ5017,CHQ5017,Fuzzy Matched
Software Subscription,Unknown Transaction,34516,172580,2026-06-29,2026-06-29,REF72146,REF72146,CHQ5163,CHQ5163,Suspicious
GST Payment,GST Payment,91827,91826,2026-06-28,2026-06-29,REF58115,REF58115,CHQ1086,CHQ1086,Fuzzy Matched
Fuel Expense,Fuel Expense,14748,14748,2026-06-18,2026-06-18,REF84214,REF84214,CHQ3091,CHQ3091,Duplicate
Office Rent,Unknown Transaction,47862,239310,2026-06-18,2026-06-18,REF99674,REF99674,CHQ5563,CHQ5563,Suspicious
Software Subscription,Not Available,71114,0,2026-06-25,2026-06-25,REF54810,NA,CHQ3191,NA,Missing Entry
Office Rent,Office Rent,68591,68591,2026-06-27,2026-06-27,REF25260,REF25260,CHQ4285,CHQ4285,Duplicate
Bank Charges,Not Available,71109,0,2026-06-23,2026-06-23,REF17534,NA,CHQ2870,NA,Missing Entry
Software Subscription,Unknown Transaction,72575,145150,2026-06-22,2026-06-22,REF27837,REF27837,CHQ2656,CHQ2656,Suspicious
Software Subscription,Software Subscription,84640,84640,2026-06-11,2026-06-11,REF19290,REF19290,CHQ7559,CHQ7559,Matched
GST Payment,GST Payment,71222,71222,2026-06-10,2026-06-10,REF36449,REF36449,CHQ4701,CHQ4701,Matched
Bank Charges,Bank Charges,18701,18701,2026-06-27,2026-06-27,REF83527,REF83527,CHQ3159,CHQ3159,Duplicate
Software Subscription,Not Available,61280,0,2026-06-07,2026-06-07,REF68820,NA,CHQ5549,NA,Missing Entry
Office Rent,Unknown Transaction,15122,45366,2026-06-29,2026-06-29,REF49166,REF49166,CHQ1886,CHQ1886,Suspicious
Customer Receipt,Customer Receipt,15052,-15052,2026-06-01,2026-06-01,REF43465,REF43465,CHQ5212,CHQ5212,Reversal Entry
Professional Fees,Professional Fees,31370,31370,2026-06-29,2026-06-29,REF98554,REF98554,CHQ1770,CHQ1770,Matched
Salary Payment,Unknown Transaction,41975,167900,2026-06-30,2026-06-30,REF98475,REF98475,CHQ8617,CHQ8617,Suspicious
Office Rent,Office Rent,35293,35293,2026-06-03,2026-06-03,REF42491,REF42491,CHQ9820,CHQ9820,Duplicate
Salary Payment,Not Available,17407,0,2026-06-06,2026-06-06,REF95126,NA,CHQ9362,NA,Missing Entry
Professional Fees,Professional Fees,87905,-87905,2026-06-27,2026-06-27,REF72353,REF72353,CHQ9950,CHQ9950,Reversal Entry
Professional Fees,Professional Fees,31260,-31260,2026-06-12,2026-06-12,REF71978,REF71978,CHQ5291,CHQ5291,Reversal Entry
Office Rent,Office Rent,98350,98350,2026-06-17,2026-06-17,REF82839,REF82839,CHQ2724,CHQ2724,Matched
Electricity Bill,Not Available,75743,0,2026-06-30,2026-06-30,REF34226,NA,CHQ5246,NA,Missing Entry
Fuel Expense,Not Available,46027,0,2026-06-27,2026-06-27,REF93685,NA,CHQ2074,NA,Missing Entry
Office Rent,Office Rent,94177,94177,2026-06-13,2026-06-13,REF39449,REF39449,CHQ1764,CHQ1764,Matched
Vendor Payment,Vendor Payment,90056,90056,2026-06-11,2026-06-11,REF18878,REF18878,CHQ8543,CHQ8543,Matched
Customer Receipt,Not Available,50685,0,2026-06-07,2026-06-07,REF73577,NA,CHQ5768,NA,Missing Entry
Software Subscription,Software Subscription,44156,44156,2026-06-15,2026-06-15,REF46104,REF46104,CHQ4736,CHQ4736,Matched
Vendor Payment,Unknown Transaction,41328,82656,2026-06-24,2026-06-24,REF34410,REF34410,CHQ8339,CHQ8339,Suspicious
Customer Receipt,Customer Receipt,67037,67037,2026-06-07,2026-06-07,REF74167,REF74167,CHQ3721,CHQ3721,Matched
Customer Receipt,Not Available,34632,0,2026-06-13,2026-06-13,REF51140,NA,CHQ9233,NA,Missing Entry
Salary Payment,Salary Payment,91970,91970,2026-06-14,2026-06-14,REF17368,REF17368,CHQ7978,CHQ7978,Duplicate
Bank Charges,Bank Charges,86880,-86880,2026-07-01,2026-07-01,REF71814,REF71814,CHQ5034,CHQ5034,Reversal Entry
Customer Receipt,Customer Receipt,75713,75722,2026-06-29,2026-06-30,REF15067,REF15067,CHQ7373,CHQ7373,Fuzzy Matched
Customer Receipt,Not Available,24668,0,2026-06-14,2026-06-14,REF47613,NA,CHQ4930,NA,Missing Entry
Bank Charges,Bank Charges,63815,63809,2026-06-05,2026-06-07,REF40899,REF40899,CHQ2762,CHQ2762,Fuzzy Matched
Office Rent,Office Rent,4781,4781,2026-06-10,2026-06-10,REF38870,REF38870,CHQ9889,CHQ9889,Matched
Professional Fees,Professional Fees,29806,29806,2026-06-27,2026-06-27,REF65340,REF65340,CHQ9195,CHQ9195,Matched
Professional Fees,Unknown Transaction,46195,92390,2026-06-19,2026-06-19,REF23102,REF23102,CHQ3156,CHQ3156,Suspicious
Vendor Payment,Vendor Payment,67052,-67052,2026-06-11,2026-06-11,REF56646,REF56646,CHQ4907,CHQ4907,Reversal Entry
GST Payment,GST Payment,99508,99508,2026-06-27,2026-06-27,REF72279,REF72279,CHQ5189,CHQ5189,Duplicate
Software Subscription,Software Subscription,34294,34294,2026-06-06,2026-06-06,REF42122,REF42122,CHQ7299,CHQ7299,Matched
Electricity Bill,Unknown Transaction,52069,104138,2026-06-28,2026-06-28,REF84496,REF84496,CHQ6783,CHQ6783,Suspicious
Professional Fees,Professional Fees,88079,-88079,2026-06-28,2026-06-28,REF94395,REF94395,CHQ2697,CHQ2697,Reversal Entry
Fuel Expense,Unknown Transaction,84923,424615,2026-06-03,2026-06-03,REF30121,REF30121,CHQ2831,CHQ2831,Suspicious
Bank Charges,Unknown Transaction,61032,122064,2026-06-28,2026-06-28,REF86082,REF86082,CHQ3104,CHQ3104,Suspicious
Customer Receipt,Customer Receipt,48897,48896,2026-06-24,2026-06-25,REF27536,REF27536,CHQ4408,CHQ4408,Fuzzy Matched
Bank Charges,Bank Charges,46827,-46827,2026-06-22,2026-06-22,REF55099,REF55099,CHQ4897,CHQ4897,Reversal Entry
Professional Fees,Professional Fees,67284,67284,2026-06-18,2026-06-18,REF88147,REF88147,CHQ9620,CHQ9620,Matched
Office Rent,Office Rent,78170,78170,2026-06-25,2026-06-25,REF64202,REF64202,CHQ3274,CHQ3274,Matched
Professional Fees,Professional Fees,77350,77351,2026-06-25,2026-06-27,REF12115,REF12115,CHQ5990,CHQ5990,Fuzzy Matched
Customer Receipt,Unknown Transaction,41360,165440,2026-06-11,2026-06-11,REF70765,REF70765,CHQ1907,CHQ1907,Suspicious
Software Subscription,Software Subscription,49598,49591,2026-06-21,2026-06-24,REF65092,REF65092,CHQ2332,CHQ2332,Fuzzy Matched
Bank Charges,Bank Charges,52895,-52895,2026-06-09,2026-06-09,REF88426,REF88426,CHQ9301,CHQ9301,Reversal Entry
Office Rent,Office Rent,8928,-8928,2026-06-18,2026-06-18,REF34783,REF34783,CHQ2494,CHQ2494,Reversal Entry
Salary Payment,Not Available,94078,0,2026-06-29,2026-06-29,REF72747,NA,CHQ9120,NA,Missing Entry
Vendor Payment,Not Available,41300,0,2026-06-16,2026-06-16,REF86551,NA,CHQ8587,NA,Missing Entry
Electricity Bill,Electricity Bill,5361,5361,2026-06-22,2026-06-22,REF12870,REF12870,CHQ2451,CHQ2451,Duplicate
Fuel Expense,Unknown Transaction,3179,15895,2026-06-27,2026-06-27,REF41232,REF41232,CHQ5992,CHQ5992,Suspicious
Vendor Payment,Vendor Payment,53674,53674,2026-06-08,2026-06-08,REF74231,REF74231,CHQ5303,CHQ5303,Duplicate
Professional Fees,Unknown Transaction,1509,6036,2026-06-03,2026-06-03,REF34082,REF34082,CHQ9280,CHQ9280,Suspicious
Office Rent,Unknown Transaction,93448,280344,2026-06-07,2026-06-07,REF71940,REF71940,CHQ4109,CHQ4109,Suspicious
GST Payment,GST Payment,25615,25615,2026-06-02,2026-06-02,REF39941,REF39941,CHQ2609,CHQ2609,Duplicate
Salary Payment,Unknown Transaction,19648,39296,2026-06-15,2026-06-15,REF45141,REF45141,CHQ1710,CHQ1710,Suspicious
GST Payment,Unknown Transaction,56455,225820,2026-06-06,2026-06-06,REF73830,REF73830,CHQ8270,CHQ8270,Suspicious
Bank Charges,Bank Charges,35605,35605,2026-06-20,2026-06-20,REF31241,REF31241,CHQ4152,CHQ4152,Duplicate
Electricity Bill,Unknown Transaction,66163,132326,2026-06-03,2026-06-03,REF26301,REF26301,CHQ9053,CHQ9053,Suspicious
Bank Charges,Unknown Transaction,9569,19138,2026-06-21,2026-06-21,REF97297,REF97297,CHQ9267,CHQ9267,Suspicious
GST Payment,GST Payment,4562,4556,2026-06-19,2026-06-21,REF54305,REF54305,CHQ3620,CHQ3620,Fuzzy Matched
Professional Fees,Professional Fees,6440,6440,2026-06-23,2026-06-23,REF11478,REF11478,CHQ3744,CHQ3744,Matched
Vendor Payment,Vendor Payment,89044,89044,2026-06-01,2026-06-01,REF36263,REF36263,CHQ9327,CHQ9327,Duplicate
Fuel Expense,Fuel Expense,44256,44256,2026-06-14,2026-06-14,REF96766,REF96766,CHQ3293,CHQ3293,Duplicate
Office Rent,Unknown Transaction,40770,122310,2026-06-21,2026-06-21,REF76495,REF76495,CHQ6608,CHQ6608,Suspicious
Electricity Bill,Electricity Bill,48027,48027,2026-06-19,2026-06-19,REF21279,REF21279,CHQ3825,CHQ3825,Matched
Office Rent,Office Rent,43997,-43997,2026-06-28,2026-06-28,REF62632,REF62632,CHQ6454,CHQ6454,Reversal Entry
Vendor Payment,Vendor Payment,52686,-52686,2026-06-22,2026-06-22,REF73857,REF73857,CHQ4481,CHQ4481,Reversal Entry
GST Payment,Unknown Transaction,82550,165100,2026-06-02,2026-06-02,REF97501,REF97501,CHQ2028,CHQ2028,Suspicious
Office Rent,Office Rent,34351,-34351,2026-06-08,2026-06-08,REF89836,REF89836,CHQ9697,CHQ9697,Reversal Entry
Software Subscription,Software Subscription,5023,-5023,2026-06-11,2026-06-11,REF25926,REF25926,CHQ7485,CHQ7485,Reversal Entry
Electricity Bill,Unknown Transaction,53253,159759,2026-06-05,2026-06-05,REF71213,REF71213,CHQ8753,CHQ8753,Suspicious
Salary Payment,Salary Payment,32533,-32533,2026-06-27,2026-06-27,REF89960,REF89960,CHQ5712,CHQ5712,Reversal Entry
Professional Fees,Professional Fees,88879,-88879,2026-06-25,2026-06-25,REF70545,REF70545,CHQ6942,CHQ6942,Reversal Entry
GST Payment,GST Payment,79366,79366,2026-06-01,2026-06-01,REF14564,REF14564,CHQ1572,CHQ1572,Duplicate
Fuel Expense,Fuel Expense,21073,21066,2026-06-02,2026-06-05,REF95889,REF95889,CHQ3920,CHQ3920,Fuzzy Matched
Electricity Bill,Electricity Bill,77366,77366,2026-06-24,2026-06-24,REF79987,REF79987,CHQ1425,CHQ1425,Duplicate
Bank Charges,Bank Charges,94956,94961,2026-06-03,2026-06-04,REF92346,REF92346,CHQ5707,CHQ5707,Fuzzy Matched
Office Rent,Unknown Transaction,85314,341256,2026-06-08,2026-06-08,REF65123,REF65123,CHQ2296,CHQ2296,Suspicious
Professional Fees,Professional Fees,53890,53890,2026-06-08,2026-06-08,REF64071,REF64071,CHQ3318,CHQ3318,Matched
Electricity Bill,Not Available,62217,0,2026-06-13,2026-06-13,REF56683,NA,CHQ5197,NA,Missing Entry
Customer Receipt,Not Available,26645,0,2026-06-05,2026-06-05,REF47907,NA,CHQ8458,NA,Missing Entry
Office Rent,Unknown Transaction,62141,124282,2026-06-21,2026-06-21,REF22673,REF22673,CHQ5170,CHQ5170,Suspicious
Salary Payment,Salary Payment,97801,97801,2026-06-25,2026-06-25,REF25713,REF25713,CHQ3011,CHQ3011,Duplicate
Fuel Expense,Fuel Expense,28195,-28195,2026-06-13,2026-06-13,REF35698,REF35698,CHQ5718,CHQ5718,Reversal Entry
Salary Payment,Unknown Transaction,53224,159672,2026-06-28,2026-06-28,REF52501,REF52501,CHQ8078,CHQ8078,Suspicious
Office Rent,Not Available,65763,0,2026-06-20,2026-06-20,REF25973,NA,CHQ9083,NA,Missing Entry
Electricity Bill,Not Available,21026,0,2026-06-08,2026-06-08,REF23672,NA,CHQ8551,NA,Missing Entry
Fuel Expense,Unknown Transaction,16976,67904,2026-06-22,2026-06-22,REF30534,REF30534,CHQ6825,CHQ6825,Suspicious
Vendor Payment,Vendor Payment,71985,71985,2026-07-01,2026-07-01,REF69617,REF69617,CHQ7726,CHQ7726,Matched
Salary Payment,Salary Payment,9525,9515,2026-06-25,2026-06-26,REF29247,REF29247,CHQ3421,CHQ3421,Fuzzy Matched
Electricity Bill,Electricity Bill,94530,94530,2026-06-27,2026-06-27,REF46708,REF46708,CHQ3515,CHQ3515,Matched
Bank Charges,Bank Charges,57827,57827,2026-06-20,2026-06-20,REF10237,REF10237,CHQ2581,CHQ2581,Duplicate
GST Payment,GST Payment,36431,36431,2026-06-26,2026-06-26,REF31669,REF31669,CHQ3448,CHQ3448,Matched
Electricity Bill,Electricity Bill,28056,28050,2026-06-03,2026-06-04,REF84046,REF84046,CHQ2092,CHQ2092,Fuzzy Matched
Salary Payment,Salary Payment,75692,75692,2026-06-21,2026-06-21,REF26389,REF26389,CHQ9934,CHQ9934,Duplicate
Software Subscription,Software Subscription,54291,-54291,2026-06-10,2026-06-10,REF61419,REF61419,CHQ9536,CHQ9536,Reversal Entry
Software Subscription,Unknown Transaction,15098,60392,2026-06-24,2026-06-24,REF16033,REF16033,CHQ6139,CHQ6139,Suspicious
Customer Receipt,Customer Receipt,60906,-60906,2026-06-13,2026-06-13,REF68753,REF68753,CHQ8682,CHQ8682,Reversal Entry
Salary Payment,Salary Payment,98431,98431,2026-06-02,2026-06-02,REF87613,REF87613,CHQ7343,CHQ7343,Matched
Bank Charges,Not Available,38434,0,2026-06-03,2026-06-03,REF60919,NA,CHQ4815,NA,Missing Entry
GST Payment,GST Payment,85278,-85278,2026-06-11,2026-06-11,REF84349,REF84349,CHQ1005,CHQ1005,Reversal Entry
Electricity Bill,Electricity Bill,68122,68122,2026-06-07,2026-06-07,REF82395,REF82395,CHQ5378,CHQ5378,Matched
Office Rent,Office Rent,8134,8134,2026-06-01,2026-06-01,REF37749,REF37749,CHQ8553,CHQ8553,Matched
Professional Fees,Not Available,86646,0,2026-06-19,2026-06-19,REF15662,NA,CHQ4577,NA,Missing Entry
Fuel Expense,Not Available,43207,0,2026-06-12,2026-06-12,REF59910,NA,CHQ5081,NA,Missing Entry
Bank Charges,Bank Charges,96666,-96666,2026-06-05,2026-06-05,REF51263,REF51263,CHQ8044,CHQ8044,Reversal Entry
