Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Customer Receipt,Customer Credit,386444,386444,2026-05-17,2026-05-17,REF301416,REF301416,NA,NA,Matched
Fuel Expense,Fuel Card Payment,401232,401232,2026-06-01,2026-06-01,REF719721,REF719721,NA,NA,Matched
Professional Fees,Consultancy Payment,279516,279516,2026-01-03,2026-01-03,REF330849,REF330849,CHQ9737,CHQ9737,Matched
Salary Payment,NEFT Salary Transfer,255439,255439,2026-05-08,2026-05-25,REF833541,REF833541,NA,NA,Date Difference
Advertising Expense,Marketing Expense,137477,137477,2026-06-21,2026-06-21,REF925878,REF925878,CHQ8653,CHQ8653,Matched
Vendor Payment,Vendor Transfer,323710,323710,2026-02-22,2026-02-22,REF723334,REF723334,NA,NA,Matched
Vendor Payment,Vendor Transfer,381217,381217,2026-01-13,2026-01-13,REF246322,REF246322,CHQ5998,CHQ5998,Matched
Professional Fees,Consultancy Payment,115249,115249,2026-02-02,2026-02-02,REF934168,REF819610,CHQ7425,CHQ7425,Reference Mismatch
Fuel Expense,Fuel Card Payment,297999,297999,2026-06-06,2026-06-06,REF745046,REF131076,CHQ5274,CHQ5274,Reference Mismatch
Salary Payment,NEFT Salary Transfer,183282,183282,2026-05-09,2026-05-09,REF138733,REF138733,CHQ9916,CHQ9916,Probable Match
Bank Charges,Bank Service Charge,302332,302332,2026-06-13,2026-06-13,REF176319,REF176319,NA,NA,Matched
Professional Fees,Consultancy Payment,402150,402150,2026-01-10,2026-01-10,REF774957,REF774957,NA,NA,Matched
Professional Fees,Consultancy Payment,30481,30481,2026-04-06,2026-04-06,REF590241,REF590241,NA,NA,Matched
Software Subscription,Software Auto Debit,27435,27435,2026-04-22,2026-04-22,REF644906,REF644906,NA,NA,Matched
Vendor Payment,Vendor Transfer,202898,202898,2026-05-09,2026-05-09,REF794027,REF794027,NA,NA,Matched
Vendor Payment,Vendor Transfer,18878,18878,2026-06-08,2026-06-08,REF663176,REF663176,NA,NA,Matched
Software Subscription,Software Auto Debit,106608,106608,2026-01-23,2026-01-23,REF844533,REF844533,NA,NA,Matched
Electricity Bill,Electricity Payment,19413,19413,2026-04-20,2026-04-20,REF993442,REF993442,NA,NA,Matched
Software Subscription,Software Auto Debit,137683,137683,2026-06-09,2026-06-09,REF995142,REF995142,NA,NA,Matched
Electricity Bill,Electricity Payment,217798,217798,2026-06-12,2026-06-12,REF281851,REF281851,CHQ9960,CHQ9960,Matched
Customer Receipt,Customer Credit,174756,174756,2026-03-17,2026-03-17,REF283218,REF283218,NA,NA,Matched
Office Rent,Rent Transfer,14336,14336,2026-05-29,2026-05-29,REF662164,REF239284,CHQ5906,CHQ5906,Reference Mismatch
GST Payment,GST Challan,169581,169581,2026-04-16,2026-04-16,REF605228,REF605228,NA,NA,Unmatched
Insurance Premium,Insurance Debit,268895,268895,2026-03-29,2026-04-05,REF108914,REF108914,NA,NA,Date Difference
Office Rent,Rent Transfer,369326,369326,2026-04-30,2026-04-30,REF181907,REF181907,NA,NA,Matched
GST Payment,GST Challan,303681,303681,2026-03-19,2026-03-19,REF305615,REF305615,CHQ8134,CHQ8134,Matched
Office Rent,Rent Transfer,177686,177686,2026-06-06,2026-06-06,REF283609,REF283609,CHQ8784,CHQ8784,Probable Match
Office Rent,Rent Transfer,185656,185656,2026-05-15,2026-05-15,REF132877,REF132877,NA,NA,Probable Match
Office Rent,Rent Transfer,199668,199668,2026-03-13,2026-03-13,REF345451,REF345451,NA,NA,Matched
Advertising Expense,Marketing Expense,182532,182532,2026-02-12,2026-02-12,REF823750,REF823750,CHQ2814,CHQ2814,Matched
Vendor Payment,Vendor Transfer,67193,67193,2026-02-20,2026-02-20,REF991647,REF991647,NA,NA,Matched
Professional Fees,Consultancy Payment,261452,261452,2026-01-08,2026-01-08,REF237641,REF237641,NA,NA,Probable Match
Vendor Payment,Vendor Transfer,68021,68021,2026-06-21,2026-07-09,REF202912,REF202912,CHQ4081,CHQ4081,Date Difference
Vendor Payment,Vendor Transfer,399267,399267,2026-05-11,2026-05-11,REF908663,REF908663,NA,NA,Matched
Vendor Payment,Vendor Transfer,6937,6937,2026-05-21,2026-05-21,REF364333,REF364333,NA,NA,Matched
Electricity Bill,Electricity Payment,442711,443275,2026-02-05,2026-02-05,REF145285,REF145285,NA,NA,Amount Mismatch
Fuel Expense,Fuel Card Payment,90998,93155,2026-01-04,2026-01-04,REF873815,REF873815,CHQ5947,CHQ5947,Amount Mismatch
Vendor Payment,Vendor Transfer,134609,134609,2026-01-27,2026-01-27,REF700900,REF700900,CHQ8595,CHQ8595,Matched
Bank Charges,Bank Service Charge,350294,350294,2026-05-18,2026-05-18,REF200523,REF200523,NA,NA,Matched
Advertising Expense,Marketing Expense,216048,216048,2026-04-16,2026-04-16,REF501259,REF501259,NA,NA,Matched
Advertising Expense,Marketing Expense,191145,191145,2026-02-12,2026-03-04,REF253489,REF253489,CHQ2753,CHQ2753,Date Difference
Vendor Payment,Vendor Transfer,158025,158025,2026-03-21,2026-03-21,REF133717,REF133717,NA,NA,Matched
Insurance Premium,Insurance Debit,167720,167720,2026-03-22,2026-03-22,REF586998,REF586998,NA,NA,Matched
Fuel Expense,Fuel Card Payment,475329,476739,2026-05-31,2026-05-31,REF836441,REF836441,CHQ6865,CHQ6865,Amount Mismatch
Advertising Expense,Marketing Expense,187556,187556,2026-01-01,2026-01-01,REF589569,REF589569,CHQ9552,CHQ9552,Matched
Advertising Expense,Marketing Expense,275037,275037,2026-06-17,2026-06-17,REF166100,REF166100,NA,NA,Matched
Internet Expense,Internet Payment,68347,68347,2026-02-26,2026-03-18,REF526681,REF526681,CHQ4294,CHQ4294,Date Difference
Travel Expense,Travel Reimbursement,415151,415151,2026-05-31,2026-05-31,REF356797,REF356797,NA,NA,Matched
Professional Fees,Consultancy Payment,117894,120762,2026-03-22,2026-03-22,REF612673,REF612673,CHQ1031,CHQ1031,Amount Mismatch
Professional Fees,Consultancy Payment,38566,38566,2026-03-30,2026-03-30,REF300062,REF300062,NA,NA,Matched
GST Payment,GST Challan,267124,267124,2026-04-18,2026-04-18,REF868645,REF868645,NA,NA,Probable Match
Fuel Expense,Fuel Card Payment,450994,450994,2026-01-17,2026-01-17,REF291310,REF291310,NA,NA,Matched
Vendor Payment,Vendor Transfer,423457,423457,2026-04-26,2026-04-26,REF764186,REF764186,CHQ2892,CHQ2892,Matched
Customer Receipt,Customer Credit,121116,121116,2026-03-11,2026-03-11,REF741137,REF741137,CHQ6365,CHQ6365,Matched
Vendor Payment,Vendor Transfer,389158,389158,2026-04-10,2026-04-10,REF450899,REF450899,CHQ8947,CHQ8947,Matched
Insurance Premium,Insurance Debit,16390,16390,2026-04-06,2026-04-06,REF973436,REF973436,NA,NA,Matched
Insurance Premium,Insurance Debit,58267,58267,2026-03-10,2026-03-10,REF434446,REF434446,CHQ4443,CHQ4443,Matched
Fuel Expense,Fuel Card Payment,112933,112933,2026-03-30,2026-03-30,REF855704,REF855704,CHQ4181,CHQ4181,Matched
Software Subscription,Software Auto Debit,56727,56727,2026-02-01,2026-02-01,REF317493,REF928576,CHQ3246,CHQ3246,Reference Mismatch
Advertising Expense,Marketing Expense,365320,365320,2026-03-30,2026-03-30,REF641434,REF641434,NA,NA,Matched
Office Rent,Rent Transfer,99724,99724,2026-03-29,2026-03-29,REF915941,REF915941,NA,NA,Matched
Vendor Payment,Vendor Transfer,128848,128848,2026-03-30,2026-03-30,REF338371,REF338371,NA,NA,Matched
Internet Expense,Internet Payment,385140,385140,2026-06-29,2026-06-29,REF365802,REF365802,CHQ8187,CHQ8187,Matched
Office Rent,Rent Transfer,375243,375243,2026-06-22,2026-06-22,REF909150,REF939362,CHQ5952,CHQ5952,Reference Mismatch
Bank Charges,Bank Service Charge,96976,96976,2026-06-30,2026-06-30,REF373522,REF373522,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,215935,215935,2026-04-19,2026-04-19,REF349206,REF349206,CHQ3984,CHQ3984,Matched
Internet Expense,Internet Payment,490793,490793,2026-03-26,2026-03-26,REF416843,REF416843,CHQ8196,CHQ8196,Matched
Vendor Payment,Vendor Transfer,22498,22498,2026-06-20,2026-06-20,REF231620,REF231620,CHQ9950,CHQ9950,Matched
Salary Payment,NEFT Salary Transfer,197438,197438,2026-01-25,2026-01-25,REF122040,REF122040,CHQ4303,CHQ4303,Matched
Travel Expense,Travel Reimbursement,458290,458290,2026-06-10,2026-06-10,REF218538,REF218538,NA,NA,Matched
Bank Charges,Bank Service Charge,472370,472370,2026-06-23,2026-06-23,REF694145,REF694145,CHQ8386,CHQ8386,Probable Match
Salary Payment,NEFT Salary Transfer,411483,411483,2026-04-09,2026-04-09,REF342258,REF342258,NA,NA,Matched
Professional Fees,Consultancy Payment,423357,423357,2026-06-26,2026-06-26,REF302061,REF302061,NA,NA,Matched
Office Rent,Rent Transfer,3790,3790,2026-01-15,2026-01-15,REF789165,REF789165,CHQ8498,CHQ8498,Matched
Office Rent,Rent Transfer,175775,175775,2026-04-09,2026-04-09,REF177317,REF177317,NA,NA,Unmatched
GST Payment,GST Challan,133674,133674,2026-02-09,2026-02-09,REF283546,REF283546,CHQ1303,CHQ1303,Matched
Vendor Payment,Vendor Transfer,195470,195470,2026-04-15,2026-04-15,REF653917,REF653917,CHQ3356,CHQ3356,Matched
Travel Expense,Travel Reimbursement,305030,305030,2026-01-15,2026-01-15,REF432029,REF432029,NA,NA,Matched
Customer Receipt,Customer Credit,275269,275269,2026-02-19,2026-02-19,REF970248,REF970248,CHQ6204,CHQ5545,Cheque Mismatch
Customer Receipt,Customer Credit,379990,379990,2026-02-15,2026-02-15,REF827793,REF585601,NA,NA,Reference Mismatch
Advertising Expense,Marketing Expense,205669,205669,2026-04-28,2026-04-28,REF749544,REF749544,NA,NA,Matched
Insurance Premium,Insurance Debit,373347,378117,2026-06-30,2026-06-30,REF630754,REF630754,CHQ5638,CHQ5638,Amount Mismatch
Internet Expense,Internet Payment,135650,135650,2026-01-24,2026-01-24,REF578955,REF578955,NA,NA,Matched
Insurance Premium,Insurance Debit,475529,480300,2026-02-12,2026-02-12,REF198811,REF198811,CHQ4658,CHQ4658,Amount Mismatch
Loan EMI,EMI Debit,185211,185211,2026-03-21,2026-03-21,REF469301,REF469301,CHQ8223,CHQ8223,Matched
Electricity Bill,Electricity Payment,459605,459605,2026-02-13,2026-02-13,REF635217,REF635217,CHQ1977,CHQ1977,Matched
Fuel Expense,Fuel Card Payment,329731,329731,2026-03-28,2026-03-28,REF103786,REF103786,NA,NA,Matched
Office Rent,Rent Transfer,94008,94008,2026-06-13,2026-06-13,REF963402,REF963402,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,432904,435545,2026-01-14,2026-01-14,REF623874,REF623874,CHQ9369,CHQ9369,Amount Mismatch
Professional Fees,Consultancy Payment,171709,171709,2026-02-01,2026-02-01,REF399254,REF399254,CHQ8026,CHQ8026,Matched
Electricity Bill,Electricity Payment,142360,142360,2026-06-04,2026-06-04,REF457406,REF457406,NA,NA,Matched
Travel Expense,Travel Reimbursement,15702,15702,2026-06-02,2026-06-02,REF363074,REF363074,CHQ3698,CHQ3698,Matched
Salary Payment,NEFT Salary Transfer,449962,449962,2026-01-20,2026-01-20,REF516347,REF516347,CHQ8001,CHQ8001,Matched
Loan EMI,EMI Debit,61007,61007,2026-06-13,2026-06-13,REF458136,REF458136,CHQ4572,CHQ4572,Matched
Loan EMI,EMI Debit,364680,364680,2026-04-12,2026-04-12,REF209630,REF209630,NA,NA,Matched
Travel Expense,Travel Reimbursement,72684,72684,2026-05-14,2026-05-14,REF805686,REF805686,CHQ1170,CHQ1170,Matched
Office Rent,Rent Transfer,117667,117667,2026-06-09,2026-06-09,REF882393,REF882393,CHQ6214,CHQ6214,Probable Match
Fuel Expense,Fuel Card Payment,325267,325267,2026-03-25,2026-03-25,REF120812,REF120812,CHQ1194,CHQ1194,Matched
Bank Charges,Bank Service Charge,195683,195683,2026-01-15,2026-01-15,REF389739,REF389739,CHQ8732,CHQ8732,Matched
Fuel Expense,Fuel Card Payment,256129,256129,2026-06-18,2026-06-18,REF252565,REF252565,NA,CHQ9647,Cheque Mismatch
Travel Expense,Travel Reimbursement,62066,62066,2026-06-07,2026-06-07,REF347675,REF347675,CHQ4393,CHQ4393,Matched
Professional Fees,Consultancy Payment,259863,259863,2026-05-06,2026-05-06,REF767778,REF767778,NA,NA,Matched
Professional Fees,Consultancy Payment,186363,186363,2026-02-08,2026-02-08,REF493607,REF604626,NA,NA,Reference Mismatch
Professional Fees,Consultancy Payment,330730,330730,2026-02-19,2026-02-19,REF111491,REF111491,NA,NA,Probable Match
Bank Charges,Bank Service Charge,224743,224743,2026-02-24,2026-02-24,REF540697,REF540697,CHQ2704,CHQ2704,Matched
Fuel Expense,Fuel Card Payment,283490,283490,2026-05-19,2026-05-19,REF798112,REF798112,CHQ8351,CHQ8351,Matched
Travel Expense,Travel Reimbursement,240593,240593,2026-06-12,2026-06-12,REF758043,REF758043,CHQ2094,CHQ2094,Matched
Salary Payment,NEFT Salary Transfer,300591,300591,2026-06-03,2026-06-03,REF920014,REF920014,NA,NA,Matched
Electricity Bill,Electricity Payment,157004,157004,2026-04-14,2026-04-14,REF290850,REF290850,CHQ7501,CHQ7501,Matched
Office Rent,Rent Transfer,405186,405186,2026-03-27,2026-03-27,REF477544,REF477544,CHQ3363,CHQ3363,Matched
Travel Expense,Travel Reimbursement,88454,88454,2026-03-28,2026-03-28,REF995801,REF995801,NA,NA,Matched
Fuel Expense,Fuel Card Payment,80784,80784,2026-06-23,2026-06-23,REF287388,REF287388,CHQ8761,CHQ8761,Matched
Bank Charges,Bank Service Charge,459310,459310,2026-06-19,2026-06-19,REF409136,REF409136,NA,CHQ2791,Cheque Mismatch
Vendor Payment,Vendor Transfer,404198,404198,2026-04-08,2026-04-08,REF166079,REF515925,CHQ9244,CHQ9244,Reference Mismatch
Software Subscription,Software Auto Debit,401215,401215,2026-04-29,2026-04-29,REF635387,REF635387,CHQ2666,CHQ2666,Matched
GST Payment,GST Challan,319533,319533,2026-02-28,2026-03-06,REF762557,REF762557,NA,NA,Date Difference
Professional Fees,Consultancy Payment,325093,328238,2026-04-06,2026-04-06,REF724022,REF724022,CHQ2717,CHQ2717,Amount Mismatch
Insurance Premium,Insurance Debit,438874,438874,2026-05-10,2026-05-16,REF538145,REF538145,CHQ3034,CHQ3034,Date Difference
Customer Receipt,Customer Credit,69536,69536,2026-03-20,2026-03-20,REF359802,REF359802,NA,NA,Matched
Electricity Bill,Electricity Payment,54892,54892,2026-01-23,2026-01-23,REF861111,REF861111,NA,NA,Matched
Customer Receipt,Customer Credit,135851,135851,2026-04-14,2026-04-14,REF555278,REF555278,CHQ3510,CHQ3510,Matched
Salary Payment,NEFT Salary Transfer,485907,485907,2026-01-01,2026-01-01,REF453971,REF453971,CHQ3488,CHQ3488,Matched
Office Rent,Rent Transfer,465704,465704,2026-01-23,2026-01-23,REF604936,REF604936,NA,NA,Matched
GST Payment,GST Challan,142576,142576,2026-03-09,2026-03-09,REF461435,REF461435,CHQ7734,CHQ7734,Probable Match
Electricity Bill,Electricity Payment,99435,99435,2026-06-08,2026-06-08,REF270209,REF109462,NA,NA,Reference Mismatch
Internet Expense,Internet Payment,339507,339507,2026-01-22,2026-01-22,REF595319,REF595319,NA,NA,Matched
Office Rent,Rent Transfer,127785,127785,2026-04-01,2026-04-01,REF695605,REF695605,CHQ6548,CHQ6548,Matched
Internet Expense,Internet Payment,485994,485994,2026-04-09,2026-04-09,REF716111,REF716111,NA,NA,Matched
Electricity Bill,Electricity Payment,252126,252126,2026-02-12,2026-02-12,REF342484,REF342484,NA,NA,Probable Match
Electricity Bill,Electricity Payment,198155,198155,2026-02-09,2026-02-09,REF570406,REF570406,CHQ6800,CHQ6800,Matched
Electricity Bill,Electricity Payment,394848,394848,2026-05-06,2026-05-18,REF453526,REF453526,NA,NA,Date Difference
Professional Fees,Consultancy Payment,241497,241497,2026-06-17,2026-06-17,REF139483,REF139483,CHQ8187,CHQ8187,Matched
Office Rent,Rent Transfer,427697,427697,2026-02-08,2026-02-08,REF682066,REF682066,NA,NA,Matched
Electricity Bill,Electricity Payment,41826,41826,2026-01-20,2026-01-20,REF309851,REF309851,CHQ2935,CHQ2935,Matched
Travel Expense,Travel Reimbursement,17438,17438,2026-06-14,2026-06-26,REF996370,REF996370,NA,NA,Date Difference
Fuel Expense,Fuel Card Payment,368912,368912,2026-04-07,2026-04-07,REF770211,REF770211,CHQ6560,CHQ6560,Matched
Vendor Payment,Vendor Transfer,54259,54259,2026-02-04,2026-02-04,REF130368,REF130368,CHQ5897,CHQ5897,Matched
Internet Expense,Internet Payment,426689,426689,2026-04-20,2026-04-20,REF586617,REF586617,NA,NA,Probable Match
Software Subscription,Software Auto Debit,352497,352497,2026-05-26,2026-05-26,REF882946,REF882946,CHQ6738,CHQ6738,Matched
Advertising Expense,Marketing Expense,375434,375434,2026-04-05,2026-04-05,REF219060,REF219060,NA,NA,Matched
Fuel Expense,Fuel Card Payment,219390,219390,2026-01-15,2026-01-15,REF783699,REF783699,CHQ3225,CHQ3225,Matched
Software Subscription,Software Auto Debit,267507,267507,2026-05-09,2026-05-09,REF621434,REF621434,NA,NA,Matched
Fuel Expense,Fuel Card Payment,228473,228473,2026-01-09,2026-01-22,REF185318,REF185318,CHQ2425,CHQ2425,Date Difference
Travel Expense,Travel Reimbursement,223634,223634,2026-04-13,2026-04-13,REF680396,REF680396,CHQ9723,CHQ9723,Probable Match
Travel Expense,Travel Reimbursement,376125,376125,2026-05-20,2026-05-20,REF513468,REF513468,CHQ9498,CHQ9498,Matched
Vendor Payment,Vendor Transfer,415034,415034,2026-06-13,2026-06-13,REF141135,REF141135,CHQ6883,CHQ6883,Matched
Fuel Expense,Fuel Card Payment,480739,480739,2026-02-28,2026-02-28,REF609854,REF609854,CHQ1671,CHQ1671,Matched
Insurance Premium,Insurance Debit,380477,380477,2026-03-17,2026-03-17,REF447576,REF447576,CHQ7320,CHQ7320,Matched
Salary Payment,NEFT Salary Transfer,135109,135109,2026-06-10,2026-06-10,REF484486,REF484486,NA,NA,Matched
Vendor Payment,Vendor Transfer,318488,318488,2026-05-07,2026-05-07,REF353951,REF353951,CHQ2752,CHQ2752,Matched
GST Payment,GST Challan,286847,286847,2026-04-21,2026-04-21,REF594409,REF594409,NA,NA,Matched
Professional Fees,Consultancy Payment,385086,385086,2026-05-21,2026-05-21,REF172157,REF172157,CHQ2356,CHQ2356,Matched
Fuel Expense,Fuel Card Payment,91152,91152,2026-05-16,2026-05-16,REF841712,REF841712,CHQ6214,CHQ6214,Matched
Professional Fees,Consultancy Payment,163448,163766,2026-05-27,2026-05-27,REF927703,REF927703,CHQ9469,CHQ9469,Amount Mismatch
Loan EMI,EMI Debit,212963,212963,2026-06-15,2026-06-15,REF488061,REF488061,CHQ9973,CHQ9973,Matched
Professional Fees,Consultancy Payment,478526,478526,2026-05-16,2026-05-16,REF680203,REF680203,CHQ3122,CHQ3122,Matched
Internet Expense,Internet Payment,3293,3293,2026-01-10,2026-01-10,REF941588,REF941588,NA,NA,Matched
Advertising Expense,Marketing Expense,65617,65617,2026-03-01,2026-03-01,REF699818,REF699818,NA,NA,Matched
Vendor Payment,Vendor Transfer,23775,23775,2026-03-06,2026-03-06,REF761499,REF761499,NA,NA,Matched
Bank Charges,Bank Service Charge,123306,123306,2026-03-08,2026-03-08,REF591499,REF591499,CHQ2722,CHQ2722,Unmatched
Professional Fees,Consultancy Payment,424468,424468,2026-04-17,2026-04-17,REF388952,REF388952,CHQ4974,CHQ4974,Matched
GST Payment,GST Challan,388128,388128,2026-01-05,2026-01-05,REF610554,REF610554,CHQ9180,CHQ9180,Matched
Travel Expense,Travel Reimbursement,216564,216564,2026-02-28,2026-02-28,REF236527,REF236527,NA,NA,Matched
Professional Fees,Consultancy Payment,329007,329007,2026-04-12,2026-04-12,REF170110,REF170110,CHQ6197,CHQ6197,Matched
Professional Fees,Consultancy Payment,150210,150210,2026-03-25,2026-03-25,REF587910,REF587910,NA,NA,Matched
Advertising Expense,Marketing Expense,318081,318081,2026-02-24,2026-03-06,REF191123,REF191123,NA,NA,Date Difference
Advertising Expense,Marketing Expense,274507,274507,2026-02-07,2026-02-07,REF208287,REF208287,CHQ9134,CHQ9134,Matched
Office Rent,Rent Transfer,228481,228481,2026-06-10,2026-06-10,REF722187,REF722187,CHQ5755,CHQ5755,Matched
Travel Expense,Travel Reimbursement,469273,469273,2026-03-31,2026-03-31,REF615069,REF615069,CHQ4974,CHQ4974,Unmatched
Customer Receipt,Customer Credit,185879,185879,2026-02-01,2026-02-16,REF368887,REF368887,CHQ7486,CHQ7486,Date Difference
Vendor Payment,Vendor Transfer,365112,365112,2026-01-05,2026-01-05,REF680046,REF680046,CHQ7471,CHQ7471,Probable Match
Office Rent,Rent Transfer,48507,48507,2026-05-03,2026-05-03,REF805849,REF805849,NA,NA,Matched
Advertising Expense,Marketing Expense,107546,107546,2026-02-18,2026-02-18,REF329253,REF329253,NA,NA,Matched
Professional Fees,Consultancy Payment,269207,269207,2026-03-04,2026-03-04,REF986483,REF986483,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,260803,264873,2026-06-15,2026-06-15,REF456631,REF456631,CHQ7922,CHQ7922,Amount Mismatch
Advertising Expense,Marketing Expense,325593,325593,2026-06-06,2026-06-06,REF148619,REF148619,NA,NA,Matched
Loan EMI,EMI Debit,225911,225911,2026-02-27,2026-02-27,REF775448,REF775448,NA,NA,Probable Match
Vendor Payment,Vendor Transfer,317107,317107,2026-05-10,2026-05-10,REF270675,REF270675,CHQ7123,CHQ7123,Probable Match
Electricity Bill,Electricity Payment,385512,385512,2026-01-06,2026-01-06,REF426969,REF426969,NA,NA,Matched
Professional Fees,Consultancy Payment,176402,176402,2026-05-18,2026-05-18,REF568640,REF568640,NA,NA,Matched
