Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_7224,GUARD_41480,Punjab,PAN Card,Missing,No,Yes,No,184,High Risk
AGENCY_2565,GUARD_46064,Delhi,Shop Act License,Submitted,No,No,Yes,214,High Risk
AGENCY_8030,GUARD_57416,Delhi,Aadhaar Card,Submitted,Yes,Yes,Yes,211,Low Risk
AGENCY_8379,GUARD_25893,Rajasthan,Police Verification,Expired,Yes,Yes,No,111,High Risk
AGENCY_3360,GUARD_71127,Punjab,Bank Passbook,Expired,No,Yes,Yes,147,High Risk
AGENCY_5067,GUARD_55620,Rajasthan,Police Verification,Verified,Yes,Yes,No,106,Low Risk
AGENCY_9339,GUARD_36135,Rajasthan,Affidavit,Verified,Yes,Yes,Yes,56,Low Risk
AGENCY_5559,GUARD_76660,Uttar Pradesh,EPF Registration,Missing,Yes,Yes,Yes,70,Medium Risk
AGENCY_7668,GUARD_51702,Delhi,Medical Fitness,Verified,Yes,Yes,Yes,177,Low Risk
AGENCY_2108,GUARD_85310,Punjab,Medical Fitness,Submitted,Yes,No,No,262,High Risk
AGENCY_4912,GUARD_29460,Punjab,Bank Passbook,Expired,Yes,No,Yes,355,High Risk
AGENCY_6699,GUARD_97139,Rajasthan,ESIC Registration,Verified,Yes,No,No,217,High Risk
AGENCY_1861,GUARD_93399,Haryana,Training Certificate,Verified,Yes,No,Yes,327,High Risk
AGENCY_1073,GUARD_39874,Haryana,Address Proof,Verified,No,Yes,No,160,High Risk
AGENCY_3354,GUARD_43216,Haryana,EPF Registration,Missing,No,Yes,No,289,High Risk
AGENCY_2592,GUARD_23180,Punjab,PAN Card,Missing,No,No,No,192,High Risk
AGENCY_5351,GUARD_97938,Uttar Pradesh,Affidavit,Expired,Yes,No,No,218,High Risk
AGENCY_4823,GUARD_60352,Delhi,Shop Act License,Verified,No,No,Yes,69,High Risk
AGENCY_7011,GUARD_45099,Delhi,Bank Passbook,Expired,Yes,No,Yes,118,High Risk
AGENCY_1873,GUARD_25565,Uttar Pradesh,Training Certificate,Expired,No,Yes,Yes,199,High Risk
AGENCY_9541,GUARD_35385,Haryana,PAN Card,Submitted,Yes,Yes,No,190,Low Risk
AGENCY_4454,GUARD_11480,Rajasthan,PAN Card,Verified,No,No,No,46,High Risk
AGENCY_6455,GUARD_29629,Punjab,Employment Contract,Expired,No,No,No,225,High Risk
AGENCY_8870,GUARD_61681,Rajasthan,Address Proof,Expired,No,No,No,302,High Risk
AGENCY_3584,GUARD_23710,Punjab,PAN Card,Missing,Yes,Yes,No,82,Medium Risk
AGENCY_7985,GUARD_90936,Punjab,Medical Fitness,Missing,Yes,No,No,40,High Risk
AGENCY_7259,GUARD_95853,Rajasthan,Affidavit,Expired,Yes,No,No,358,High Risk
AGENCY_8915,GUARD_92149,Haryana,ESIC Registration,Expired,Yes,Yes,Yes,40,High Risk
AGENCY_3657,GUARD_62014,Delhi,GST Certificate,Expired,Yes,No,No,206,High Risk
AGENCY_7307,GUARD_49983,Punjab,ESIC Registration,Submitted,No,No,No,40,High Risk
AGENCY_1699,GUARD_52911,Haryana,Character Certificate,Verified,No,No,No,187,High Risk
AGENCY_7285,GUARD_28191,Haryana,GST Certificate,Expired,No,Yes,No,222,High Risk
AGENCY_1502,GUARD_30954,Rajasthan,EPF Registration,Missing,No,No,Yes,0,High Risk
AGENCY_8705,GUARD_83621,Delhi,Address Proof,Verified,Yes,Yes,Yes,236,Low Risk
AGENCY_7043,GUARD_70755,Uttar Pradesh,Address Proof,Submitted,No,Yes,No,170,High Risk
AGENCY_9112,GUARD_91039,Punjab,Aadhaar Card,Missing,Yes,Yes,Yes,262,Medium Risk
AGENCY_5819,GUARD_30303,Punjab,GST Certificate,Expired,Yes,Yes,No,182,High Risk
AGENCY_5300,GUARD_17220,Delhi,ESIC Registration,Missing,Yes,Yes,No,192,Medium Risk
AGENCY_2858,GUARD_74071,Rajasthan,GST Certificate,Expired,No,Yes,Yes,183,High Risk
AGENCY_6653,GUARD_50610,Uttar Pradesh,Shop Act License,Missing,Yes,Yes,Yes,112,Medium Risk
AGENCY_2775,GUARD_80100,Uttar Pradesh,Aadhaar Card,Submitted,No,Yes,Yes,27,High Risk
AGENCY_6823,GUARD_94499,Delhi,Affidavit,Submitted,Yes,Yes,No,117,Low Risk
AGENCY_3930,GUARD_88617,Rajasthan,EPF Registration,Missing,Yes,Yes,No,167,Medium Risk
AGENCY_1827,GUARD_36161,Punjab,Training Certificate,Verified,Yes,No,Yes,354,High Risk
AGENCY_3773,GUARD_61635,Uttar Pradesh,Medical Fitness,Expired,No,Yes,No,84,High Risk
AGENCY_1029,GUARD_10208,Punjab,Affidavit,Submitted,No,Yes,Yes,303,High Risk
AGENCY_1693,GUARD_37764,Uttar Pradesh,Police Verification,Verified,No,No,Yes,120,High Risk
AGENCY_4396,GUARD_28611,Haryana,Police Verification,Verified,Yes,Yes,No,289,Low Risk
AGENCY_7653,GUARD_63570,Punjab,Shop Act License,Missing,Yes,Yes,Yes,70,Medium Risk
AGENCY_3314,GUARD_33207,Rajasthan,ESIC Registration,Verified,No,Yes,No,209,High Risk
AGENCY_5463,GUARD_81348,Uttar Pradesh,GST Certificate,Submitted,No,No,Yes,177,High Risk
AGENCY_5130,GUARD_50748,Delhi,Police Verification,Expired,No,Yes,No,309,High Risk
AGENCY_4783,GUARD_96710,Punjab,Training Certificate,Verified,Yes,No,No,71,High Risk
AGENCY_6874,GUARD_51487,Rajasthan,Address Proof,Missing,Yes,Yes,Yes,356,Medium Risk
AGENCY_9087,GUARD_25344,Punjab,Police Verification,Submitted,Yes,No,Yes,97,High Risk
AGENCY_9693,GUARD_57504,Haryana,Aadhaar Card,Expired,Yes,Yes,Yes,341,High Risk
AGENCY_6161,GUARD_35083,Delhi,Address Proof,Expired,Yes,Yes,No,214,High Risk
AGENCY_2488,GUARD_98350,Punjab,Aadhaar Card,Missing,No,No,Yes,216,High Risk
AGENCY_6950,GUARD_18315,Punjab,Address Proof,Missing,No,No,Yes,151,High Risk
AGENCY_4318,GUARD_26802,Delhi,PAN Card,Missing,No,Yes,No,2,High Risk
AGENCY_6407,GUARD_24915,Punjab,Bank Passbook,Verified,Yes,Yes,No,328,Low Risk
AGENCY_2001,GUARD_11037,Uttar Pradesh,ESIC Registration,Verified,No,No,No,358,High Risk
AGENCY_3341,GUARD_25656,Punjab,ESIC Registration,Expired,No,Yes,Yes,72,High Risk
AGENCY_1168,GUARD_68829,Punjab,Bank Passbook,Verified,No,Yes,Yes,215,High Risk
AGENCY_8520,GUARD_24534,Haryana,EPF Registration,Expired,Yes,No,Yes,287,High Risk
AGENCY_8906,GUARD_91656,Rajasthan,Address Proof,Expired,No,Yes,No,240,High Risk
AGENCY_6923,GUARD_88558,Delhi,Medical Fitness,Verified,No,No,No,243,High Risk
AGENCY_7647,GUARD_17637,Uttar Pradesh,GST Certificate,Expired,No,No,Yes,154,High Risk
AGENCY_5655,GUARD_66188,Delhi,PAN Card,Submitted,Yes,Yes,No,365,Low Risk
AGENCY_1489,GUARD_34461,Delhi,ESIC Registration,Verified,No,Yes,No,172,High Risk
AGENCY_4001,GUARD_95214,Rajasthan,Medical Fitness,Expired,Yes,No,Yes,281,High Risk
AGENCY_1135,GUARD_47588,Punjab,GST Certificate,Missing,Yes,No,No,131,High Risk
AGENCY_8599,GUARD_14737,Uttar Pradesh,GST Certificate,Verified,No,No,No,346,High Risk
AGENCY_2674,GUARD_46734,Rajasthan,Aadhaar Card,Submitted,Yes,No,No,346,High Risk
AGENCY_6405,GUARD_42113,Delhi,Character Certificate,Expired,No,No,No,293,High Risk
AGENCY_7147,GUARD_78119,Delhi,Character Certificate,Submitted,Yes,Yes,Yes,61,Low Risk
AGENCY_7744,GUARD_14888,Rajasthan,Aadhaar Card,Expired,No,Yes,No,232,High Risk
AGENCY_3874,GUARD_43081,Punjab,Training Certificate,Verified,No,Yes,Yes,206,High Risk
AGENCY_5956,GUARD_88667,Delhi,Employment Contract,Missing,Yes,Yes,No,2,Medium Risk
AGENCY_7672,GUARD_64141,Punjab,Bank Passbook,Submitted,Yes,Yes,No,4,Low Risk
AGENCY_5477,GUARD_74961,Haryana,Character Certificate,Expired,No,No,Yes,7,High Risk
AGENCY_4584,GUARD_50391,Haryana,Affidavit,Missing,No,Yes,Yes,341,High Risk
AGENCY_5271,GUARD_10065,Punjab,Training Certificate,Missing,Yes,Yes,Yes,124,Medium Risk
AGENCY_7564,GUARD_92340,Haryana,Character Certificate,Expired,Yes,Yes,No,103,High Risk
AGENCY_6859,GUARD_45090,Delhi,Police Verification,Missing,No,Yes,No,20,High Risk
AGENCY_9454,GUARD_14035,Delhi,Address Proof,Submitted,No,No,Yes,285,High Risk
AGENCY_7792,GUARD_27080,Haryana,Shop Act License,Expired,Yes,No,Yes,204,High Risk
AGENCY_1792,GUARD_15604,Punjab,Medical Fitness,Missing,Yes,Yes,Yes,239,Medium Risk
AGENCY_4163,GUARD_93496,Haryana,GST Certificate,Verified,No,Yes,No,78,High Risk
AGENCY_1249,GUARD_65931,Uttar Pradesh,Police Verification,Expired,No,No,No,363,High Risk
AGENCY_1805,GUARD_25394,Punjab,GST Certificate,Verified,No,No,No,58,High Risk
AGENCY_7317,GUARD_22958,Haryana,Training Certificate,Missing,No,No,No,213,High Risk
AGENCY_4861,GUARD_11252,Uttar Pradesh,ESIC Registration,Missing,Yes,Yes,Yes,32,Medium Risk
AGENCY_4489,GUARD_70900,Uttar Pradesh,GST Certificate,Missing,No,Yes,Yes,154,High Risk
AGENCY_8378,GUARD_56951,Haryana,Medical Fitness,Submitted,No,No,Yes,56,High Risk
AGENCY_6237,GUARD_79253,Rajasthan,Address Proof,Missing,Yes,No,No,30,High Risk
AGENCY_2904,GUARD_13789,Uttar Pradesh,GST Certificate,Missing,Yes,Yes,Yes,162,Medium Risk
AGENCY_9747,GUARD_65422,Haryana,Aadhaar Card,Verified,Yes,No,Yes,149,High Risk
AGENCY_7900,GUARD_73103,Haryana,Medical Fitness,Expired,No,No,No,224,High Risk
AGENCY_1402,GUARD_97976,Rajasthan,Affidavit,Submitted,Yes,No,Yes,46,High Risk
AGENCY_6014,GUARD_32863,Punjab,Affidavit,Expired,Yes,Yes,No,233,High Risk
AGENCY_3944,GUARD_83352,Uttar Pradesh,Address Proof,Verified,No,Yes,No,209,High Risk
AGENCY_1399,GUARD_37196,Uttar Pradesh,Medical Fitness,Verified,Yes,Yes,Yes,30,Low Risk
AGENCY_9652,GUARD_41280,Uttar Pradesh,EPF Registration,Submitted,Yes,No,No,229,High Risk
AGENCY_2909,GUARD_96117,Uttar Pradesh,Bank Passbook,Submitted,No,No,Yes,159,High Risk
AGENCY_5925,GUARD_98763,Punjab,Affidavit,Missing,Yes,Yes,Yes,54,Medium Risk
AGENCY_6346,GUARD_82289,Delhi,ESIC Registration,Expired,Yes,Yes,Yes,258,High Risk
AGENCY_3034,GUARD_35159,Delhi,Address Proof,Verified,No,No,Yes,61,High Risk
AGENCY_1886,GUARD_14895,Haryana,Aadhaar Card,Submitted,No,No,No,12,High Risk
AGENCY_7478,GUARD_55168,Rajasthan,Police Verification,Submitted,Yes,No,No,98,High Risk
AGENCY_1433,GUARD_61770,Rajasthan,Address Proof,Missing,Yes,No,No,157,High Risk
AGENCY_9015,GUARD_24395,Punjab,Character Certificate,Expired,No,Yes,No,361,High Risk
AGENCY_8758,GUARD_51341,Uttar Pradesh,ESIC Registration,Expired,No,No,No,282,High Risk
AGENCY_8825,GUARD_80804,Uttar Pradesh,Bank Passbook,Submitted,Yes,No,No,87,High Risk
AGENCY_6941,GUARD_65250,Haryana,Employment Contract,Submitted,Yes,Yes,No,166,Low Risk
AGENCY_8097,GUARD_19975,Uttar Pradesh,Address Proof,Submitted,Yes,Yes,No,293,Low Risk
AGENCY_3484,GUARD_42808,Haryana,Medical Fitness,Verified,No,Yes,Yes,353,High Risk
AGENCY_2330,GUARD_81649,Uttar Pradesh,Aadhaar Card,Missing,Yes,No,Yes,120,High Risk
AGENCY_2252,GUARD_14907,Punjab,Affidavit,Submitted,Yes,No,No,315,High Risk
AGENCY_6237,GUARD_24702,Punjab,Character Certificate,Verified,Yes,No,Yes,32,High Risk
AGENCY_3677,GUARD_35894,Delhi,Aadhaar Card,Verified,No,No,Yes,242,High Risk
AGENCY_7307,GUARD_75300,Rajasthan,EPF Registration,Verified,Yes,No,No,57,High Risk
AGENCY_8015,GUARD_49046,Haryana,GST Certificate,Missing,No,No,No,298,High Risk
AGENCY_4010,GUARD_71114,Punjab,Training Certificate,Missing,Yes,Yes,No,153,Medium Risk
AGENCY_4494,GUARD_79680,Uttar Pradesh,Character Certificate,Missing,Yes,No,No,323,High Risk
AGENCY_3217,GUARD_16124,Haryana,GST Certificate,Missing,Yes,No,Yes,2,High Risk
AGENCY_2000,GUARD_41449,Haryana,Character Certificate,Missing,No,No,No,313,High Risk
AGENCY_6768,GUARD_17999,Uttar Pradesh,Medical Fitness,Submitted,Yes,No,No,146,High Risk
AGENCY_4921,GUARD_68193,Rajasthan,Employment Contract,Submitted,Yes,No,Yes,259,High Risk
AGENCY_9676,GUARD_53870,Uttar Pradesh,Employment Contract,Expired,Yes,Yes,Yes,186,High Risk
AGENCY_2943,GUARD_82122,Punjab,Training Certificate,Submitted,Yes,No,Yes,11,High Risk
AGENCY_6177,GUARD_75384,Punjab,Address Proof,Verified,No,Yes,Yes,260,High Risk
AGENCY_8372,GUARD_42077,Haryana,Shop Act License,Submitted,Yes,No,No,302,High Risk
AGENCY_6747,GUARD_13035,Punjab,EPF Registration,Verified,No,No,Yes,255,High Risk
AGENCY_5661,GUARD_75436,Uttar Pradesh,Medical Fitness,Submitted,Yes,No,Yes,76,High Risk
AGENCY_9167,GUARD_63053,Uttar Pradesh,Medical Fitness,Verified,No,Yes,No,280,High Risk
AGENCY_4844,GUARD_94616,Punjab,PAN Card,Submitted,Yes,No,No,9,High Risk
AGENCY_8730,GUARD_45500,Delhi,Police Verification,Expired,Yes,Yes,No,253,High Risk
AGENCY_6186,GUARD_92768,Haryana,Aadhaar Card,Verified,No,No,Yes,278,High Risk
AGENCY_3145,GUARD_79842,Uttar Pradesh,Police Verification,Verified,No,No,Yes,337,High Risk
AGENCY_4898,GUARD_62054,Delhi,Training Certificate,Expired,Yes,No,Yes,131,High Risk
AGENCY_1215,GUARD_92233,Delhi,Bank Passbook,Expired,Yes,No,Yes,124,High Risk
AGENCY_1700,GUARD_74519,Punjab,Employment Contract,Missing,Yes,No,No,203,High Risk
AGENCY_5647,GUARD_79592,Delhi,GST Certificate,Expired,No,Yes,Yes,4,High Risk
AGENCY_3830,GUARD_81274,Delhi,Employment Contract,Missing,No,No,No,28,High Risk
AGENCY_6188,GUARD_28172,Haryana,Aadhaar Card,Verified,Yes,Yes,No,360,Low Risk
AGENCY_8408,GUARD_75360,Haryana,PAN Card,Verified,No,No,No,74,High Risk
AGENCY_8371,GUARD_59818,Uttar Pradesh,EPF Registration,Verified,No,No,Yes,139,High Risk
AGENCY_3078,GUARD_22563,Punjab,Employment Contract,Submitted,No,No,No,92,High Risk
AGENCY_7819,GUARD_62787,Punjab,Address Proof,Expired,No,Yes,No,304,High Risk
AGENCY_8226,GUARD_71110,Delhi,Character Certificate,Missing,No,Yes,Yes,316,High Risk
AGENCY_1871,GUARD_13827,Rajasthan,Police Verification,Submitted,Yes,No,No,136,High Risk
AGENCY_8174,GUARD_97262,Haryana,Training Certificate,Verified,No,No,No,150,High Risk
AGENCY_2541,GUARD_65311,Uttar Pradesh,Police Verification,Missing,Yes,No,Yes,149,High Risk
AGENCY_1866,GUARD_75258,Uttar Pradesh,GST Certificate,Missing,No,No,No,205,High Risk
AGENCY_3547,GUARD_76231,Delhi,Shop Act License,Expired,No,No,Yes,237,High Risk
AGENCY_2783,GUARD_79126,Uttar Pradesh,Affidavit,Verified,Yes,Yes,No,235,Low Risk
AGENCY_6432,GUARD_96313,Delhi,Police Verification,Missing,No,Yes,No,349,High Risk
AGENCY_4804,GUARD_25611,Haryana,ESIC Registration,Submitted,Yes,Yes,Yes,33,Low Risk
AGENCY_8992,GUARD_91056,Uttar Pradesh,ESIC Registration,Submitted,No,Yes,Yes,101,High Risk
AGENCY_6753,GUARD_35116,Uttar Pradesh,Character Certificate,Submitted,No,Yes,No,120,High Risk
AGENCY_6698,GUARD_99602,Uttar Pradesh,Affidavit,Expired,Yes,Yes,No,50,High Risk
AGENCY_4580,GUARD_61463,Delhi,ESIC Registration,Expired,No,No,No,99,High Risk
AGENCY_9666,GUARD_46966,Rajasthan,Employment Contract,Submitted,Yes,No,Yes,13,High Risk
AGENCY_5505,GUARD_84195,Rajasthan,Character Certificate,Expired,Yes,Yes,Yes,47,High Risk
AGENCY_1772,GUARD_69150,Uttar Pradesh,EPF Registration,Submitted,Yes,Yes,Yes,319,Low Risk
AGENCY_6938,GUARD_48603,Punjab,Address Proof,Missing,No,No,Yes,264,High Risk
AGENCY_1203,GUARD_95304,Delhi,Character Certificate,Verified,Yes,No,Yes,301,High Risk
AGENCY_1757,GUARD_15658,Delhi,Police Verification,Verified,Yes,Yes,No,288,Low Risk
AGENCY_4418,GUARD_69948,Punjab,Aadhaar Card,Submitted,No,No,No,83,High Risk
AGENCY_7697,GUARD_20896,Uttar Pradesh,EPF Registration,Submitted,Yes,No,Yes,68,High Risk
AGENCY_5907,GUARD_75854,Haryana,Training Certificate,Submitted,No,No,No,346,High Risk
AGENCY_2954,GUARD_43678,Rajasthan,PAN Card,Missing,No,No,No,216,High Risk
AGENCY_5465,GUARD_13879,Punjab,Employment Contract,Submitted,No,No,No,188,High Risk
AGENCY_9287,GUARD_62209,Haryana,Training Certificate,Missing,Yes,Yes,No,42,Medium Risk
AGENCY_9975,GUARD_27259,Delhi,Aadhaar Card,Submitted,No,No,Yes,34,High Risk
AGENCY_9214,GUARD_50724,Uttar Pradesh,Shop Act License,Submitted,No,Yes,Yes,141,High Risk
AGENCY_2278,GUARD_28486,Uttar Pradesh,Character Certificate,Expired,Yes,Yes,No,212,High Risk
AGENCY_2108,GUARD_55170,Punjab,Affidavit,Missing,Yes,No,Yes,142,High Risk
AGENCY_4697,GUARD_51969,Punjab,Shop Act License,Missing,Yes,No,No,20,High Risk
AGENCY_2844,GUARD_23734,Rajasthan,PAN Card,Submitted,No,No,Yes,357,High Risk
AGENCY_7177,GUARD_80195,Uttar Pradesh,ESIC Registration,Expired,No,Yes,No,140,High Risk
AGENCY_9211,GUARD_28169,Uttar Pradesh,Employment Contract,Missing,No,Yes,Yes,127,High Risk
AGENCY_9461,GUARD_52374,Rajasthan,GST Certificate,Submitted,Yes,Yes,Yes,356,Low Risk
AGENCY_2545,GUARD_94564,Delhi,Address Proof,Missing,Yes,No,Yes,360,High Risk
AGENCY_9042,GUARD_77239,Uttar Pradesh,Aadhaar Card,Submitted,No,Yes,No,28,High Risk
AGENCY_5047,GUARD_85108,Haryana,Aadhaar Card,Expired,Yes,No,No,31,High Risk
AGENCY_8222,GUARD_96102,Rajasthan,Affidavit,Expired,Yes,No,No,75,High Risk
AGENCY_9254,GUARD_75617,Uttar Pradesh,ESIC Registration,Expired,Yes,Yes,Yes,262,High Risk
AGENCY_4949,GUARD_90057,Haryana,Address Proof,Missing,No,No,No,270,High Risk
AGENCY_3439,GUARD_53458,Punjab,Employment Contract,Submitted,No,Yes,No,94,High Risk
AGENCY_2719,GUARD_21444,Rajasthan,Character Certificate,Expired,Yes,Yes,Yes,136,High Risk
AGENCY_6137,GUARD_61442,Uttar Pradesh,Police Verification,Expired,No,Yes,No,177,High Risk
AGENCY_5465,GUARD_41713,Delhi,GST Certificate,Submitted,No,Yes,No,286,High Risk
AGENCY_4381,GUARD_89078,Delhi,Affidavit,Verified,Yes,Yes,Yes,243,Low Risk
AGENCY_2762,GUARD_33589,Punjab,Affidavit,Expired,Yes,No,Yes,361,High Risk
AGENCY_4372,GUARD_12368,Delhi,Shop Act License,Expired,No,No,Yes,152,High Risk
AGENCY_6347,GUARD_54838,Punjab,Bank Passbook,Expired,No,No,Yes,256,High Risk
AGENCY_3020,GUARD_58059,Uttar Pradesh,PAN Card,Verified,No,No,Yes,333,High Risk
AGENCY_8752,GUARD_24059,Haryana,GST Certificate,Verified,Yes,No,No,233,High Risk
AGENCY_5665,GUARD_40582,Rajasthan,Aadhaar Card,Submitted,No,Yes,Yes,249,High Risk
AGENCY_2169,GUARD_29305,Punjab,Character Certificate,Missing,Yes,Yes,No,315,Medium Risk
AGENCY_6900,GUARD_66014,Delhi,Police Verification,Expired,Yes,No,No,49,High Risk
AGENCY_9801,GUARD_74527,Rajasthan,Character Certificate,Verified,No,No,Yes,155,High Risk
AGENCY_4374,GUARD_63118,Haryana,Medical Fitness,Expired,No,No,No,342,High Risk
AGENCY_8746,GUARD_59425,Delhi,Police Verification,Verified,No,No,Yes,291,High Risk
AGENCY_3747,GUARD_87084,Delhi,Training Certificate,Submitted,Yes,Yes,No,216,Low Risk
AGENCY_4831,GUARD_51993,Punjab,GST Certificate,Submitted,Yes,No,Yes,220,High Risk
AGENCY_4526,GUARD_18757,Rajasthan,Character Certificate,Missing,Yes,Yes,No,342,Medium Risk
AGENCY_1914,GUARD_84588,Punjab,GST Certificate,Submitted,Yes,Yes,No,187,Low Risk
AGENCY_2248,GUARD_83747,Rajasthan,Employment Contract,Submitted,No,Yes,No,220,High Risk
AGENCY_6926,GUARD_99708,Punjab,Affidavit,Submitted,Yes,Yes,Yes,182,Low Risk
AGENCY_3839,GUARD_14649,Delhi,Shop Act License,Missing,Yes,Yes,No,121,Medium Risk
AGENCY_8581,GUARD_54286,Haryana,Training Certificate,Verified,No,No,Yes,114,High Risk
AGENCY_5943,GUARD_67339,Delhi,Employment Contract,Submitted,Yes,No,Yes,51,High Risk
AGENCY_5163,GUARD_52152,Rajasthan,GST Certificate,Expired,Yes,No,No,278,High Risk
AGENCY_9379,GUARD_21243,Delhi,PAN Card,Verified,No,Yes,Yes,89,High Risk
AGENCY_2813,GUARD_40101,Rajasthan,Aadhaar Card,Submitted,Yes,Yes,Yes,10,Low Risk
AGENCY_8855,GUARD_92729,Rajasthan,PAN Card,Expired,Yes,No,No,101,High Risk
AGENCY_8644,GUARD_47381,Rajasthan,Character Certificate,Expired,Yes,No,No,86,High Risk
AGENCY_4245,GUARD_92800,Rajasthan,ESIC Registration,Missing,Yes,No,No,78,High Risk
AGENCY_5086,GUARD_19396,Uttar Pradesh,Character Certificate,Expired,No,No,No,304,High Risk
AGENCY_1969,GUARD_36612,Punjab,Affidavit,Submitted,No,No,Yes,329,High Risk
AGENCY_1267,GUARD_73095,Haryana,Character Certificate,Expired,Yes,Yes,Yes,261,High Risk
AGENCY_7025,GUARD_78856,Delhi,Character Certificate,Expired,Yes,Yes,No,116,High Risk
AGENCY_9561,GUARD_14984,Haryana,Affidavit,Missing,No,No,Yes,224,High Risk
AGENCY_3508,GUARD_87223,Rajasthan,Bank Passbook,Expired,Yes,No,No,359,High Risk
AGENCY_8758,GUARD_55772,Uttar Pradesh,Affidavit,Submitted,No,Yes,Yes,108,High Risk
AGENCY_6135,GUARD_37711,Haryana,PAN Card,Submitted,Yes,Yes,No,21,Low Risk
AGENCY_2624,GUARD_75526,Haryana,Employment Contract,Expired,No,No,Yes,83,High Risk
AGENCY_3835,GUARD_94566,Uttar Pradesh,Shop Act License,Expired,No,Yes,No,166,High Risk
AGENCY_7680,GUARD_92013,Delhi,Training Certificate,Missing,Yes,No,Yes,261,High Risk
AGENCY_4057,GUARD_31758,Punjab,Employment Contract,Verified,Yes,Yes,No,302,Low Risk
AGENCY_7671,GUARD_83657,Uttar Pradesh,Bank Passbook,Expired,Yes,Yes,Yes,143,High Risk
AGENCY_3527,GUARD_51268,Rajasthan,Character Certificate,Verified,No,No,No,217,High Risk
AGENCY_2890,GUARD_61071,Delhi,Training Certificate,Missing,Yes,Yes,No,349,Medium Risk
AGENCY_5491,GUARD_95065,Punjab,ESIC Registration,Expired,Yes,No,Yes,190,High Risk
AGENCY_5730,GUARD_85866,Delhi,Employment Contract,Expired,No,No,Yes,324,High Risk
AGENCY_7358,GUARD_55509,Punjab,Training Certificate,Missing,No,No,No,268,High Risk
AGENCY_5726,GUARD_38193,Haryana,Affidavit,Missing,Yes,No,Yes,143,High Risk
AGENCY_6138,GUARD_46003,Delhi,Training Certificate,Verified,No,No,No,93,High Risk
AGENCY_8471,GUARD_13594,Rajasthan,GST Certificate,Verified,Yes,Yes,No,364,Low Risk
AGENCY_5509,GUARD_84714,Rajasthan,Character Certificate,Submitted,No,Yes,Yes,83,High Risk
AGENCY_3039,GUARD_62375,Delhi,Affidavit,Submitted,No,No,No,45,High Risk
AGENCY_2744,GUARD_39127,Haryana,Affidavit,Expired,Yes,Yes,Yes,305,High Risk
AGENCY_3858,GUARD_93137,Delhi,Aadhaar Card,Submitted,No,Yes,Yes,280,High Risk
AGENCY_7204,GUARD_37743,Haryana,Police Verification,Verified,No,Yes,No,208,High Risk
AGENCY_2079,GUARD_34713,Haryana,GST Certificate,Verified,Yes,Yes,No,292,Low Risk
AGENCY_1248,GUARD_22628,Haryana,Aadhaar Card,Expired,No,No,Yes,117,High Risk
AGENCY_4044,GUARD_10302,Rajasthan,ESIC Registration,Expired,No,No,No,316,High Risk
AGENCY_2838,GUARD_39100,Rajasthan,Medical Fitness,Submitted,Yes,Yes,Yes,8,Low Risk
AGENCY_8650,GUARD_57189,Punjab,EPF Registration,Expired,Yes,No,Yes,313,High Risk
AGENCY_4719,GUARD_30666,Rajasthan,Training Certificate,Expired,Yes,Yes,Yes,142,High Risk
AGENCY_4789,GUARD_79731,Rajasthan,Training Certificate,Expired,No,Yes,No,342,High Risk
AGENCY_7574,GUARD_47371,Rajasthan,Employment Contract,Expired,No,No,No,293,High Risk
AGENCY_7988,GUARD_71898,Rajasthan,Employment Contract,Missing,Yes,No,Yes,47,High Risk
AGENCY_5924,GUARD_16291,Delhi,Address Proof,Submitted,No,Yes,Yes,55,High Risk
AGENCY_2147,GUARD_42581,Punjab,Affidavit,Submitted,Yes,No,No,33,High Risk
AGENCY_9003,GUARD_68197,Delhi,PAN Card,Missing,No,Yes,No,364,High Risk
AGENCY_6156,GUARD_35583,Delhi,ESIC Registration,Verified,Yes,Yes,No,278,Low Risk
AGENCY_9716,GUARD_12252,Punjab,GST Certificate,Missing,No,No,No,31,High Risk
AGENCY_1886,GUARD_12525,Haryana,Training Certificate,Verified,No,Yes,No,308,High Risk
AGENCY_2869,GUARD_42326,Uttar Pradesh,Address Proof,Expired,Yes,No,Yes,16,High Risk
AGENCY_2761,GUARD_49897,Uttar Pradesh,Character Certificate,Verified,No,Yes,No,81,High Risk
AGENCY_6089,GUARD_26617,Punjab,GST Certificate,Submitted,Yes,No,Yes,224,High Risk
AGENCY_9826,GUARD_63067,Haryana,Medical Fitness,Submitted,Yes,Yes,No,204,Low Risk
AGENCY_4199,GUARD_43352,Punjab,Address Proof,Verified,Yes,Yes,Yes,199,Low Risk
AGENCY_9846,GUARD_61308,Haryana,ESIC Registration,Verified,Yes,No,Yes,30,High Risk
AGENCY_2205,GUARD_64469,Punjab,Bank Passbook,Missing,No,No,Yes,207,High Risk
AGENCY_7975,GUARD_56626,Punjab,Affidavit,Missing,Yes,No,Yes,164,High Risk
AGENCY_2848,GUARD_41731,Punjab,Employment Contract,Submitted,No,No,No,84,High Risk
AGENCY_2886,GUARD_41470,Haryana,ESIC Registration,Submitted,No,Yes,Yes,155,High Risk
AGENCY_5215,GUARD_43517,Delhi,Police Verification,Missing,Yes,No,No,313,High Risk
